epis;QTable;steps;cumReward;discountedRew;
0;0;94.72;0;0;
5;0;96.82;0;0;
10;0;103.45;0;0;
15;0;100.71;0;0;
20;0;109.42;0;0;
25;0;98.81;0;0;
30;0;82.77;0;0;
35;0;102.45;0;0;
40;0;106.82;0;0;
45;0;115.42;0;0;
50;0;91.53;0;0;
55;0;95.7;0;0;
60;0;105.15;0;0;
65;0;94.13;0;0;
70;0;113.28;0;0;
75;0;103.22;0;0;
80;0;102.86;0;0;
85;0;90.84;0;0;
90;0;90.69;0;0;
95;0;107.64;0;0;
100;0;103.2;0;0;
105;0;111.96;0;0;
110;0;100.1;0;0;
115;0;99.03;0;0;
120;0;93.66;0;0;
125;0;98.75;0;0;
130;0;105.69;0;0;
135;0;106.71;0;0;
140;0;104.2;0;0;
145;0;98.51;0;0;
150;0;105.18;0;0;
155;0;89.28;0;0;
160;0;119.93;0;0;
165;0;94.28;0;0;
170;0;100.01;0;0;
175;0;85.93;0;0;
180;0;96.18;0;0;
185;0;97.1;0;0;
190;0;83.42;0;0;
195;0;108.39;0;0;
200;0;98.24;0;0;
205;0;99.11;0;0;
210;0;102.7;0;0;
215;0;103.35;0;0;
220;0;109.32;0;0;
225;0;118.43;0;0;
230;0;95.57;0;0;
235;0;105.55;0;0;
240;0;105.99;0;0;
245;0;84.42;0;0;
250;0;94.82;0;0;
255;0;95.65;0;0;
260;0;112.28;0;0;
265;0;105.23;0;0;
270;0;90.49;0;0;
275;0;87.27;0;0;
280;0;102.2;0;0;
285;0;106.17;0;0;
290;0;99.87;0;0;
295;0;106.63;0;0;
300;0;104.61;0;0;
305;0;97.29;0;0;
310;0;108.98;0;0;
315;0;98.9;0;0;
320;0;97.53;0;0;
325;0;96.61;0;0;
330;0;96.39;0;0;
335;0;102.39;0;0;
340;0;99.29;0;0;
345;0;100.2;0;0;
350;0;100.1;0;0;
355;0;102.75;0;0;
360;0;99.54;0;0;
365;0;90.84;0;0;
370;0;96.46;0;0;
375;0;99.37;0;0;
380;0;113.33;0;0;
385;0;98.91;0;0;
390;0;97.14;0;0;
395;0;104.05;0;0;
400;0;96.8;0;0;
405;0;105.81;0;0;
410;0;112.27;0;0;
415;0;112.41;0;0;
420;0;92.82;0;0;
425;0;94.85;0;0;
430;0;95.29;0;0;
435;0;119.83;0;0;
440;0;102.7;0;0;
445;0;105.32;0;0;
450;0;103.66;0;0;
455;0;92.91;0;0;
460;0;110.89;0;0;
465;0;101;0;0;
470;0;90.51;0;0;
475;0;102.14;0;0;
480;0;114.25;0;0;
485;0;123.11;0;0;
490;0;106.26;0;0;
495;0;107.02;0;0;
500;0;96.57;0;0;
505;0;94.1;0;0;
510;0;92.31;0;0;
515;0;99.63;0;0;
520;0;102.14;0;0;
525;0;92.45;0;0;
530;0;99.04;0;0;
535;0;108.59;0;0;
540;0;105.14;0;0;
545;0;102.75;0;0;
550;0;107.56;0;0;
555;0;100.86;0;0;
560;0;101.28;0;0;
565;0;99.94;0;0;
570;0;100.84;0;0;
575;0;115.05;0;0;
580;0;112.12;0;0;
585;0;109.5;0;0;
590;0;88.48;0;0;
595;0;101.45;0;0;
600;0;117.57;0;0;
605;0;103.94;0;0;
610;0;105.45;0;0;
615;0;93.33;0;0;
620;0;85.41;0;0;
625;0;100.74;0;0;
630;0;93;0;0;
635;0;93.72;0;0;
640;0;112.28;0;0;
645;0;99.51;0;0;
650;0;99.06;0;0;
655;0;98.34;0;0;
660;0;109.57;0;0;
665;0;105;0;0;
670;0;106.15;0;0;
675;0;89.85;0;0;
680;0;90.93;0;0;
685;0;111.21;0;0;
690;0;91.83;0;0;
695;0;113.59;0;0;
700;0;90.15;0;0;
705;0;92.52;0;0;
710;0;85.32;0;0;
715;0;115.16;0;0;
720;0;116.42;0;0;
725;0;90.39;0;0;
730;0;98.77;0;0;
735;0;106.79;0;0;
740;0;110.94;0;0;
745;0;107.58;0;0;
750;0;99.1;0;0;
755;0;104.63;0;0;
760;0;109.57;0;0;
765;0;96.44;0;0;
770;0;89.95;0;0;
775;0;97.24;0;0;
780;0;109.08;0;0;
785;0;97.6;0;0;
790;0;98.47;0;0;
795;0;101.4;0;0;
800;0;98.48;0;0;
805;0;109.06;0;0;
810;0;91.08;0;0;
815;0;95.16;0;0;
820;0;80.18;0;0;
825;0;111.61;0;0;
830;0;101.42;0;0;
835;0;123.97;0;0;
840;0;109.5;0;0;
845;0;97.43;0;0;
850;0;95.12;0;0;
855;0;101.24;0;0;
860;0;107.55;0;0;
865;0;99.2;0;0;
870;0;101.98;0;0;
875;0;93.35;0;0;
880;0;106.26;0;0;
885;0;98.66;0;0;
890;0;98.27;0;0;
895;0;90.44;0;0;
900;0;99.16;0;0;
905;0;101.94;0;0;
910;0;95.93;0;0;
915;0;105.29;0;0;
920;0;105.2;0;0;
925;0;102.08;0;0;
930;0;103.4;0;0;
935;0;91.18;0;0;
940;0;103.86;0;0;
945;0;101.5;0;0;
950;0;112.65;0;0;
955;0;106.4;0;0;
960;0;86.68;0;0;
965;0;93.75;0;0;
970;0;110.83;0;0;
975;0;109.66;0;0;
980;0;107.81;0;0;
985;0;105.67;0;0;
990;0;98.62;0;0;
995;0;105.5;0;0;
1000;0;96.31;0;0;
1005;0;101.59;0;0;
1010;0;104.63;0;0;
1015;0;103.24;0;0;
1020;0;108.76;0;0;
1025;0;96.77;0;0;
1030;0;105.97;0;0;
1035;0;101.82;0;0;
1040;0;107.76;0;0;
1045;0;96.19;0;0;
1050;0;114.21;0;0;
1055;0;104.76;0;0;
1060;0;106.93;0;0;
1065;0;103.92;0;0;
1070;0;93.46;0;0;
1075;0;101.32;0;0;
1080;0;107.82;0;0;
1085;0;90.32;0;0;
1090;0;107.64;0;0;
1095;0;93.65;0;0;
1100;0;103.17;0;0;
1105;0;113.13;0;0;
1110;0;105.64;0;0;
1115;0;112.68;0;0;
1120;0;106.76;0;0;
1125;0;104.05;0;0;
1130;0;105.86;0;0;
1135;0;101.41;0;0;
1140;0;86.5;0;0;
1145;0;103.62;0;0;
1150;0;104.15;0;0;
1155;0;110.68;0;0;
1160;0;90.16;0;0;
1165;0;108.16;0;0;
1170;0;91.94;0;0;
1175;0;116.47;0;0;
1180;0;102.65;0;0;
1185;0;96.15;0;0;
1190;0;111.79;0;0;
1195;0;100.11;0;0;
1200;0;123.73;0;0;
1205;0;115.56;0;0;
1210;0;105;0;0;
1215;0;104.78;0;0;
1220;0;101.83;0;0;
1225;0;102.97;0;0;
1230;0;104.02;0;0;
1235;0;87.64;0;0;
1240;0;87.14;0;0;
1245;0;94.55;0;0;
1250;0;105.01;0;0;
1255;0;109.32;0;0;
1260;0;105.74;0;0;
1265;0;110.77;0;0;
1270;0;106.67;0;0;
1275;0;94.14;0;0;
1280;0;102.86;0;0;
1285;0;106.47;0;0;
1290;0;96.2;0;0;
1295;0;111.47;0;0;
1300;0;103.09;0;0;
1305;0;100.64;0;0;
1310;0;85.94;0;0;
1315;0;101.97;0;0;
1320;0;105.26;0;0;
1325;0;105.95;0;0;
1330;0;96.48;0;0;
1335;0;109.48;0;0;
1340;0;93.39;0;0;
1345;0;106.65;0;0;
1350;0;90.02;0;0;
1355;0;96;0;0;
1360;0;95.59;0;0;
1365;0;105.45;0;0;
1370;0;100.74;0;0;
