epis;QTable;steps;cumReward;discountedRew;
0;0;100.79;0;0;
5;340.3333;114.88;0;0;
10;575;87.73;0;0;
15;768.3333;95.09;0;0;
20;891;87.78;0;0;
25;1078.3333;93.69;0;0;
30;1175.6667;85.44;0;0;
35;1337;88.23;0;0;
40;1510;94.67;0;0;
45;1716.3333;97.49;0;0;
50;1869;84.79;0;0;
55;2049.3333;94.69;0;0;
60;2265.6667;90.19;0;0;
65;2381.6667;84.77;0;0;
70;2501.6667;83.83;0;0;
75;2650.6667;81.4;0;0;
80;2870;71.68;0;0;
85;2955;82.36;0;0;
90;3091;72.2;0;0;
95;3201;88.94;0;0;
100;3388;80.49;0;0;
105;3457.6667;79.33;0;0;
110;3542.3333;75.01;0;0;
115;3618;89.26;0;0;
120;3826.3333;91.77;0;0;
125;3946.6667;68.23;0;0;
130;4002.3333;80.11;0;0;
135;4062;71.81;0;0;
140;4196.3333;82.3;0;0;
145;4267;99.79;0;0;
150;4391.6667;82.52;0;0;
155;4525.6667;71.69;0;0;
160;4598;90.15;0;0;
165;4783.3333;70.44;0;0;
170;4897;79.93;0;0;
175;5015.6667;69.08;0;0;
180;5072;76.78;0;0;
185;5192.6667;74.58;0;0;
190;5292;74.45;0;0;
195;5361.3333;82.67;0;0;
200;5443.6667;82.3;0;0;
205;5541;75.55;0;0;
210;5604.6667;79.96;0;0;
215;5709.3333;74.1;0;0;
220;5765.3333;76.84;0;0;
225;5839.6667;91.59;0;0;
230;5922;86.37;0;0;
235;5985;73.51;0;0;
240;6066.6667;74.54;0;0;
245;6166;73.29;0;0;
250;6289;77.19;0;0;
255;6344.3333;80.58;0;0;
260;6402.6667;78.57;0;0;
265;6497;87.02;0;0;
270;6633;90.85;0;0;
275;6719.3333;83.37;0;0;
280;6829.6667;87.37;0;0;
285;6949;79.43;0;0;
290;7150;71.82;0;0;
295;7267.6667;74.97;0;0;
300;7438.6667;91.81;0;0;
305;7532;91.95;0;0;
310;7637.6667;78.36;0;0;
315;7721.6667;92.37;0;0;
320;7839;104.18;0;0;
325;8004.3333;74.92;0;0;
330;8054;89.25;0;0;
335;8122.3333;73.25;0;0;
340;8175;83;0;0;
345;8255.6667;84.98;0;0;
350;8343.6667;81.54;0;0;
355;8457.3333;86.21;0;0;
360;8506.6667;97.82;0;0;
365;8637.6667;83.09;0;0;
370;8724.3333;99.9;0;0;
375;8798;84.93;0;0;
380;8913;85.69;0;0;
385;8985.6667;97.35;0;0;
390;9113;88.29;0;0;
395;9181.6667;94.07;0;0;
400;9276.3333;88.03;0;0;
405;9352.6667;71.37;0;0;
410;9408.6667;87.11;0;0;
415;9624.6667;78.69;0;0;
420;9710.3333;78.32;0;0;
425;9791.6667;85.27;0;0;
430;9875.3333;88.87;0;0;
435;10022.6667;91.06;0;0;
440;10125.3333;74.5;0;0;
445;10304.3333;79.83;0;0;
450;10395.3333;83.07;0;0;
455;10458.6667;103.24;0;0;
460;10538.3333;82.7;0;0;
465;10585;89.3;0;0;
470;10616.6667;86.5;0;0;
475;10724.6667;82.99;0;0;
480;10781.3333;87.92;0;0;
485;10957.3333;100.48;0;0;
490;11048.3333;84.71;0;0;
495;11111;88.93;0;0;
500;11239;75.96;0;0;
505;11329.3333;100.14;0;0;
510;11423.6667;90.15;0;0;
515;11475;101.23;0;0;
520;11577;87.05;0;0;
525;11716.3333;98.44;0;0;
530;11771.3333;85.76;0;0;
535;11843.3333;99.34;0;0;
540;11954;81.3;0;0;
545;12064;85.8;0;0;
550;12148.3333;94.83;0;0;
555;12213;81.68;0;0;
560;12366.3333;97.88;0;0;
565;12474;89.63;0;0;
570;12587.6667;90.71;0;0;
575;12714.3333;90.49;0;0;
580;12795.3333;95.96;0;0;
585;12847.3333;80.96;0;0;
590;12929.6667;94.83;0;0;
595;13134.3333;85.86;0;0;
600;13187.6667;79.7;0;0;
605;13327.6667;81.09;0;0;
610;13451;84.36;0;0;
615;13535;84.18;0;0;
620;13648;90.86;0;0;
625;13717;93.54;0;0;
630;13764.6667;98.58;0;0;
635;13884;81.17;0;0;
640;14028;94.24;0;0;
