epis;QTable;steps;cumReward;discountedRew;
0;0;102.65;0;0;
5;307;96.81;0;0;
10;472;90.95;0;0;
15;592;88.84;0;0;
20;762;90.14;0;0;
25;838;84.49;0;0;
30;925;86.72;0;0;
35;1009;73.79;0;0;
40;1069.3333;80.94;0;0;
45;1257.3333;79.2;0;0;
50;1410.3333;75.32;0;0;
55;1540;90.22;0;0;
60;1592.6667;81.37;0;0;
65;1650;93.23;0;0;
70;1750.6667;88.68;0;0;
75;1828.3333;83.04;0;0;
80;1960.3333;89.15;0;0;
85;2016;92.22;0;0;
90;2070.6667;83.72;0;0;
95;2149.3333;105.09;0;0;
100;2224.3333;93.38;0;0;
105;2295;86.73;0;0;
110;2430.3333;87.66;0;0;
115;2481.6667;92.84;0;0;
120;2558.6667;89.81;0;0;
125;2588.3333;83.98;0;0;
130;2740.3333;92.39;0;0;
135;2835;92.09;0;0;
140;2868.3333;95.95;0;0;
145;2918;94.54;0;0;
150;3010.3333;83.65;0;0;
155;3090.6667;96.07;0;0;
160;3117.3333;79.08;0;0;
165;3145.3333;92.62;0;0;
170;3193.6667;83.63;0;0;
175;3283.6667;94.82;0;0;
180;3365;98.45;0;0;
185;3417.6667;87.7;0;0;
190;3490;86.3;0;0;
195;3562;100.64;0;0;
200;3640.3333;100.79;0;0;
205;3712;76.64;0;0;
210;3769;90.52;0;0;
215;3835;78.07;0;0;
220;3883.6667;87.46;0;0;
225;3967.3333;91.33;0;0;
230;4055;92.53;0;0;
235;4075;103.36;0;0;
240;4106;99.34;0;0;
245;4149.3333;86.07;0;0;
250;4197.3333;91.74;0;0;
255;4314;89.05;0;0;
260;4414;83.86;0;0;
265;4510;82.57;0;0;
270;4615.3333;100.71;0;0;
275;4669.6667;96.56;0;0;
280;4747.6667;86.66;0;0;
285;4788.6667;91.3;0;0;
290;4869.3333;74.23;0;0;
295;4939.6667;79.91;0;0;
300;5051.3333;88.7;0;0;
305;5108;80.54;0;0;
310;5165;83.79;0;0;
315;5225.3333;82.06;0;0;
320;5294;91.5;0;0;
325;5388;92.9;0;0;
330;5413;99.34;0;0;
335;5461.3333;81.03;0;0;
340;5508.6667;96.49;0;0;
345;5537.3333;70.96;0;0;
350;5602.3333;77.41;0;0;
355;5688;79.78;0;0;
360;5744;91.53;0;0;
365;5809.3333;67.98;0;0;
370;5870.6667;84.41;0;0;
375;5913;79.64;0;0;
380;5975.6667;82.55;0;0;
385;6064.3333;82.55;0;0;
390;6143.3333;91.84;0;0;
395;6192;82.88;0;0;
400;6256.3333;78.79;0;0;
405;6293;78.93;0;0;
410;6328.6667;92.03;0;0;
415;6391;78.78;0;0;
420;6414;80.38;0;0;
425;6446.3333;81.83;0;0;
430;6492;86.57;0;0;
435;6559.3333;77.84;0;0;
440;6590.6667;81.45;0;0;
445;6658.6667;91.4;0;0;
450;6709;86.11;0;0;
455;6742.3333;83.27;0;0;
460;6802;73.32;0;0;
465;6848.6667;84.43;0;0;
470;6908.6667;67.03;0;0;
475;6940.6667;74.24;0;0;
480;6973.6667;81.65;0;0;
485;7056;85.32;0;0;
490;7094.3333;75.82;0;0;
495;7132;68.54;0;0;
500;7193.3333;79.63;0;0;
505;7212.3333;84.98;0;0;
510;7253.3333;93.93;0;0;
515;7342.6667;84.46;0;0;
520;7454.3333;77.18;0;0;
525;7519;87.54;0;0;
530;7551.6667;80.81;0;0;
535;7634;78.75;0;0;
540;7717.6667;87.63;0;0;
545;7748.3333;81.15;0;0;
550;7794.6667;80.58;0;0;
555;7901.6667;78.14;0;0;
560;7973.3333;74.97;0;0;
565;8015.6667;71.86;0;0;
570;8052.3333;73.97;0;0;
575;8093.6667;80.05;0;0;
580;8101.3333;84.15;0;0;
585;8168.6667;74.3;0;0;
590;8194.6667;83.71;0;0;
595;8245.6667;69.74;0;0;
600;8286.6667;85.1;0;0;
605;8323;84.69;0;0;
610;8363.3333;68.78;0;0;
615;8418.6667;76.32;0;0;
620;8459.3333;79.33;0;0;
625;8529;75.52;0;0;
630;8565.6667;86.32;0;0;
635;8592;75.83;0;0;
640;8627;92;0;0;
645;8692.3333;84.98;0;0;
650;8765.3333;73.09;0;0;
655;8831.6667;91.6;0;0;
660;8910;85.44;0;0;
665;8959.3333;101.13;0;0;
670;9029;81.9;0;0;
675;9053.3333;81.45;0;0;
680;9072.6667;74.99;0;0;
685;9121;77.28;0;0;
690;9214.3333;84.77;0;0;
695;9263.3333;84.59;0;0;
700;9306.3333;83.45;0;0;
705;9358.6667;71.6;0;0;
710;9403.3333;74.54;0;0;
715;9454.6667;73.53;0;0;
720;9530;87.23;0;0;
725;9585;71.7;0;0;
730;9611.6667;82.85;0;0;
735;9630;81.25;0;0;
740;9710.6667;75.63;0;0;
745;9727;76.9;0;0;
750;9757.6667;87.3;0;0;
755;9795;82.06;0;0;
760;9825;83.46;0;0;
765;9858.3333;85.22;0;0;
770;9880.3333;88.17;0;0;
775;9935;83.48;0;0;
780;9980.3333;81.66;0;0;
785;10017;79.79;0;0;
790;10089.3333;74.65;0;0;
795;10127;75.1;0;0;
800;10164;74.58;0;0;
805;10213.6667;73.79;0;0;
810;10253.3333;78.11;0;0;
815;10274.6667;83.35;0;0;
820;10309.6667;74.14;0;0;
825;10352.3333;68.11;0;0;
830;10376.6667;78.86;0;0;
835;10423;63.62;0;0;
840;10450.3333;63.75;0;0;
845;10497;68.46;0;0;
850;10542;71.56;0;0;
855;10598;75.65;0;0;
860;10641.3333;67.21;0;0;
865;10668.3333;62.07;0;0;
870;10723.3333;77.7;0;0;
875;10747.6667;75.01;0;0;
880;10796.3333;75.79;0;0;
885;10824.3333;66.51;0;0;
890;10889;70.06;0;0;
895;10911.6667;70.69;0;0;
900;10971;64.43;0;0;
905;11027.3333;68.39;0;0;
910;11067;57;0;0;
915;11131.3333;66.67;0;0;
920;11174;68.4;0;0;
925;11240.6667;64.27;0;0;
930;11294;74.29;0;0;
935;11371.3333;78.67;0;0;
940;11398.3333;62.78;0;0;
945;11421;69.17;0;0;
950;11465;76.02;0;0;
955;11516.3333;65.58;0;0;
960;11588;67.74;0;0;
965;11619.6667;65.28;0;0;
970;11652;65.32;0;0;
975;11680.6667;63.06;0;0;
980;11696;61.13;0;0;
985;11722.6667;61.94;0;0;
990;11768;62.19;0;0;
995;11805.6667;60.12;0;0;
1000;11867.3333;60.61;0;0;
1005;11898.3333;59.52;0;0;
1010;11925;71.04;0;0;
1015;11978;66.72;0;0;
1020;12013.3333;61.89;0;0;
1025;12044.3333;68.08;0;0;
1030;12074.3333;72.89;0;0;
1035;12108.6667;67.89;0;0;
1040;12132;73.54;0;0;
1045;12161;75.7;0;0;
1050;12212;67.44;0;0;
1055;12258;79.37;0;0;
1060;12301;70.23;0;0;
1065;12368;73.24;0;0;
1070;12389.6667;63.99;0;0;
1075;12430.6667;69.22;0;0;
1080;12484.6667;80.86;0;0;
1085;12504.3333;67.35;0;0;
1090;12521.6667;69.65;0;0;
1095;12557;77.54;0;0;
1100;12617.6667;78.87;0;0;
1105;12636.6667;66.71;0;0;
1110;12669.6667;71.64;0;0;
1115;12691;74.96;0;0;
1120;12718;67.25;0;0;
1125;12743.6667;71.75;0;0;
1130;12801.3333;76.05;0;0;
1135;12810.6667;74.11;0;0;
1140;12853;68.81;0;0;
1145;12896;79.61;0;0;
1150;12941.3333;63.88;0;0;
1155;12991.3333;64.38;0;0;
1160;13026.6667;66.6;0;0;
1165;13095;63.61;0;0;
1170;13130.6667;76.92;0;0;
1175;13161.6667;71.32;0;0;
1180;13207;74.93;0;0;
1185;13252;74.6;0;0;
1190;13279.6667;73.8;0;0;
1195;13298.6667;75.63;0;0;
1200;13356.6667;63.96;0;0;
