epis;QTable;steps;cumReward;discountedReward;
100;213279;460;600.0;153.8;
200;372723;460;600.0;153.8;
300;517896;999;200.0;146.6;
400;631968;999;200.0;146.6;
500;733319;97;600.0;196.1;
600;812791;999;300.0;189.7;
700;869581;74;600.0;240.8;
800;918741;83;600.0;240.8;
900;969905;999;500.0;240.8;
1000;1003027;90;600.0;240.8;
1100;1035207;999;500.0;240.8;
1200;1060633;24;600.0;249.6;
1300;1093761;24;600.0;249.6;
1400;1115836;24;600.0;249.6;
1500;1148640;24;600.0;249.6;
1600;1164608;24;600.0;249.6;
1700;1186172;24;600.0;249.6;
1800;1204916;24;600.0;249.6;
1900;1223326;24;600.0;249.6;
2000;1239525;24;600.0;249.6;
2100;1265494;24;600.0;249.6;
2200;1287247;24;600.0;249.6;
2300;1306030;24;600.0;249.6;
2400;1320477;999;400.0;221.0;
2500;1335412;34;581.0;237.6;
2600;1349341;999;481.0;234.6;
2700;1361082;999;481.0;234.6;
2800;1370822;38;581.0;236.6;
2900;1375596;38;581.0;236.6;
3000;1393635;38;581.0;236.6;
3100;1404505;26;600.0;251.1;
3200;1413726;26;600.0;251.1;
3300;1420473;999;300.0;189.7;
3400;1433237;26;600.0;251.1;
3500;1444784;26;600.0;251.1;
3600;1454572;24;600.0;252.8;
3700;1469007;24;600.0;252.8;
3800;1482093;24;600.0;252.8;
3900;1487237;24;600.0;252.8;
4000;1497270;24;600.0;252.8;
4100;1507089;22;600.0;257.4;
4200;1517220;22;600.0;257.4;
4300;1525562;22;600.0;257.4;
4400;1534743;22;600.0;257.4;
4500;1550312;22;600.0;257.4;
4600;1561444;22;600.0;257.4;
4700;1570775;22;600.0;257.4;
4800;1575567;22;600.0;257.4;
4900;1587983;22;600.0;257.4;
5000;1596454;22;600.0;257.4;
