epis;QTable;steps;cumReward;discountedReward;
100;198560;999;100.0;90.0;
200;365254;114;600.0;157.3;
300;498466;114;600.0;157.3;
400;600358;235;600.0;173.7;
500;676906;235;600.0;173.7;
600;743941;64;600.0;186.0;
700;802709;64;600.0;186.0;
800;849515;85;581.0;185.8;
900;901042;999;500.0;185.8;
1000;953912;25;600.0;193.8;
1100;997277;25;600.0;193.8;
1200;1036468;25;600.0;193.8;
1300;1079472;25;600.0;193.8;
1400;1116781;25;600.0;193.8;
1500;1157277;25;600.0;193.8;
1600;1192669;25;600.0;193.8;
1700;1226424;25;600.0;193.8;
1800;1255021;21;600.0;242.3;
1900;1275589;21;600.0;242.3;
2000;1295622;21;600.0;242.3;
2100;1317611;21;600.0;242.3;
2200;1334635;21;600.0;242.3;
2300;1348227;21;600.0;242.3;
2400;1360863;21;600.0;242.3;
2500;1373693;21;600.0;242.3;
2600;1389969;21;600.0;242.3;
2700;1407294;21;600.0;242.3;
2800;1425683;21;600.0;242.3;
2900;1433717;21;600.0;242.3;
3000;1449478;21;600.0;242.3;
3100;1461389;21;600.0;242.3;
3200;1475609;21;600.0;242.3;
3300;1488092;21;600.0;242.3;
3400;1501461;21;600.0;242.3;
3500;1514606;21;600.0;242.3;
3600;1524645;21;600.0;242.3;
3700;1537353;21;600.0;242.3;
3800;1548103;21;600.0;242.3;
3900;1557398;21;600.0;242.3;
4000;1568351;21;600.0;242.3;
4100;1583937;21;600.0;242.3;
4200;1596406;21;600.0;242.3;
4300;1611726;21;600.0;242.3;
4400;1619102;21;600.0;242.3;
4500;1631817;21;600.0;242.3;
4600;1640628;21;600.0;242.3;
4700;1650750;21;600.0;242.3;
4800;1662919;21;600.0;242.3;
4900;1676385;21;600.0;242.3;
5000;1680480;21;600.0;234.1;
