epis;QTable;steps;cumReward;discountedReward;
100;203177;272;562.0;113.4;
200;387135;145;600.0;204.5;
300;517147;145;600.0;204.5;
400;622290;999;300.0;203.4;
500;698101;999;400.0;217.0;
600;762010;53;600.0;227.2;
700;809079;53;600.0;227.2;
800;845364;53;600.0;227.2;
900;888248;171;600.0;226.8;
1000;925100;65;600.0;226.9;
1100;954719;44;600.0;227.9;
1200;978626;999;500.0;226.8;
1300;1007835;30;600.0;231.5;
1400;1031905;30;600.0;231.5;
1500;1057078;30;600.0;231.5;
1600;1084476;30;600.0;231.5;
1700;1103800;30;600.0;231.5;
1800;1121127;30;600.0;231.5;
1900;1141276;30;600.0;231.5;
2000;1152771;30;600.0;231.5;
2100;1168536;30;600.0;236.5;
2200;1186725;30;600.0;236.5;
2300;1203862;30;600.0;236.5;
2400;1218499;30;600.0;236.5;
2500;1239788;30;600.0;236.5;
2600;1253044;30;600.0;236.5;
2700;1267173;30;600.0;236.5;
2800;1275940;30;600.0;236.5;
2900;1288023;30;600.0;236.5;
3000;1293897;28;600.0;239.9;
3100;1301750;28;600.0;242.0;
3200;1314532;28;600.0;242.0;
3300;1320432;28;600.0;242.0;
3400;1330961;27;600.0;242.6;
3500;1334166;27;600.0;242.6;
3600;1344116;27;600.0;242.6;
3700;1350424;27;600.0;242.6;
3800;1358639;27;600.0;242.6;
3900;1366900;27;600.0;242.6;
4000;1377668;27;600.0;242.6;
4100;1390524;27;600.0;242.6;
4200;1397728;27;600.0;242.6;
4300;1401072;27;600.0;242.6;
4400;1411675;27;600.0;242.6;
4500;1415786;27;600.0;242.6;
4600;1419358;27;600.0;242.6;
4700;1426226;27;600.0;242.6;
4800;1433379;27;600.0;242.6;
4900;1446875;27;600.0;242.6;
5000;1453018;27;600.0;242.6;
