epis;QTable;steps;cumReward;discountedReward;
100;214651;999;0.0;0.0;
200;398951;495;600.0;102.7;
300;553908;163;600.0;133.5;
400;671182;163;600.0;133.5;
500;764147;64;581.0;146.8;
600;828328;139;600.0;160.6;
700;884349;139;600.0;160.6;
800;926094;139;600.0;160.6;
900;970582;144;600.0;160.6;
1000;1023034;153;600.0;160.6;
1100;1059509;153;600.0;160.6;
1200;1096718;999;500.0;160.6;
1300;1123402;28;600.0;172.8;
1400;1149397;28;600.0;172.8;
1500;1185315;28;600.0;172.8;
1600;1203663;28;600.0;172.8;
1700;1226284;28;600.0;172.8;
1800;1250967;28;600.0;172.8;
1900;1273556;28;600.0;172.8;
2000;1294809;28;600.0;172.8;
2100;1310168;28;600.0;172.8;
2200;1331091;28;600.0;172.8;
2300;1343537;28;600.0;172.8;
2400;1364104;28;600.0;172.8;
2500;1381435;28;600.0;172.8;
2600;1398856;28;600.0;172.8;
2700;1419643;28;600.0;172.8;
2800;1437085;28;600.0;172.8;
2900;1449600;28;600.0;172.8;
3000;1462715;28;600.0;172.8;
3100;1474181;28;600.0;172.8;
3200;1488116;28;600.0;172.8;
3300;1504738;28;600.0;172.8;
3400;1523832;28;600.0;172.8;
3500;1535400;28;600.0;172.8;
3600;1546153;28;600.0;172.8;
3700;1565627;28;600.0;172.8;
3800;1573415;28;600.0;172.8;
3900;1580085;28;600.0;172.8;
4000;1591953;28;600.0;172.8;
4100;1604381;999;400.0;229.3;
4200;1631825;999;400.0;229.3;
4300;1657529;999;400.0;229.3;
4400;1675786;999;400.0;229.3;
4500;1699053;999;400.0;229.3;
4600;1715443;999;400.0;229.3;
4700;1732812;999;400.0;229.3;
4800;1746434;999;400.0;229.3;
4900;1764608;999;400.0;229.3;
5000;1775899;999;400.0;229.3;
