epis;QTable;steps;cumReward;discountedReward;
100;198255;247;600.0;104.0;
200;377473;247;581.0;150.9;
300;507879;999;200.0;149.0;
400;623878;269;581.0;194.1;
500;715146;999;300.0;192.1;
600;793332;999;300.0;192.1;
700;856182;152;562.0;206.0;
800;918614;186;581.0;214.5;
900;960171;186;581.0;214.5;
1000;996802;999;481.0;214.5;
1100;1024934;145;581.0;214.5;
1200;1052574;999;481.0;214.5;
1300;1087355;999;481.0;214.5;
1400;1110873;999;481.0;214.5;
1500;1136174;34;581.0;217.6;
1600;1159706;38;581.0;221.1;
1700;1179220;38;581.0;221.1;
1800;1195964;38;581.0;221.1;
1900;1215308;38;581.0;221.1;
2000;1233697;38;581.0;221.1;
2100;1250235;32;581.0;222.9;
2200;1269116;32;581.0;222.9;
2300;1286943;32;581.0;222.9;
2400;1310430;32;581.0;222.9;
2500;1332825;32;581.0;222.9;
2600;1356216;32;581.0;222.9;
2700;1368090;32;600.0;228.0;
2800;1383598;999;200.0;149.0;
2900;1403198;32;600.0;228.0;
3000;1417471;32;600.0;228.0;
3100;1434912;32;600.0;228.0;
3200;1447321;32;600.0;228.0;
3300;1465548;32;600.0;228.0;
3400;1478794;32;600.0;228.0;
3500;1492548;32;600.0;228.0;
3600;1507286;32;600.0;228.0;
3700;1520174;32;600.0;228.0;
3800;1532372;32;600.0;228.0;
3900;1549663;32;600.0;228.0;
4000;1564115;32;600.0;228.0;
4100;1572567;999;500.0;224.1;
4200;1588342;32;600.0;228.0;
4300;1603438;32;600.0;228.0;
4400;1612407;32;600.0;228.0;
4500;1628880;999;500.0;224.1;
4600;1638400;32;600.0;228.0;
4700;1651923;32;600.0;228.0;
4800;1660301;32;600.0;228.0;
4900;1674595;32;600.0;228.0;
5000;1687231;32;600.0;228.0;
