epis;QTable;steps;cumReward;discountedReward;
100;215382;337;581.0;177.4;
200;370165;130;581.0;219.7;
300;489033;130;581.0;219.7;
400;576008;39;600.0;243.9;
500;644077;39;600.0;243.9;
600;707541;999;500.0;242.0;
700;763344;999;500.0;242.0;
800;812759;999;500.0;242.0;
900;861168;999;500.0;242.0;
1000;894963;999;500.0;242.0;
1100;917883;21;600.0;254.2;
1200;951470;21;600.0;254.2;
1300;980919;21;600.0;254.2;
1400;1001666;21;600.0;254.2;
1500;1023452;21;600.0;254.2;
1600;1052978;21;600.0;254.2;
1700;1080222;21;600.0;254.2;
1800;1097265;21;600.0;254.2;
1900;1122051;21;600.0;254.2;
2000;1143183;21;600.0;254.2;
2100;1164524;21;600.0;254.2;
2200;1184715;21;600.0;254.2;
2300;1203930;21;600.0;260.8;
2400;1230661;21;600.0;260.8;
2500;1246029;21;600.0;260.8;
2600;1276893;21;600.0;260.8;
2700;1302982;21;600.0;260.8;
2800;1324930;21;600.0;260.8;
2900;1343350;21;600.0;260.8;
3000;1361056;21;600.0;260.8;
3100;1387792;21;600.0;260.8;
3200;1412912;21;600.0;260.8;
3300;1438656;21;600.0;260.8;
3400;1454660;21;600.0;260.8;
3500;1470981;21;600.0;260.8;
3600;1484770;21;600.0;260.8;
3700;1502684;21;600.0;260.8;
3800;1519358;21;600.0;260.8;
3900;1539161;21;600.0;260.8;
4000;1555928;21;600.0;260.8;
4100;1570881;21;600.0;260.8;
4200;1589949;21;600.0;260.8;
4300;1597971;21;600.0;260.8;
4400;1621404;21;600.0;260.8;
4500;1632775;21;600.0;260.8;
4600;1649919;21;600.0;260.8;
4700;1658880;19;600.0;263.6;
4800;1672588;19;600.0;263.6;
4900;1689721;19;600.0;263.6;
5000;1695838;19;600.0;263.6;
