epis;QTable;steps;cumReward;discountedReward;
100;224093;466;581.0;149.6;
200;399276;169;581.0;181.1;
300;534163;216;581.0;178.2;
400;642129;999;281.0;177.3;
500;724620;38;581.0;218.9;
600;779148;38;581.0;218.9;
700;828306;38;581.0;218.9;
800;868412;38;581.0;218.9;
900;916543;29;581.0;222.1;
1000;953091;79;581.0;216.9;
1100;992998;999;481.0;216.8;
1200;1022824;999;481.0;216.8;
1300;1058820;999;481.0;216.8;
1400;1091979;999;481.0;216.8;
1500;1114041;999;481.0;216.8;
1600;1130897;33;581.0;220.3;
1700;1140883;33;581.0;220.3;
1800;1158237;33;581.0;220.3;
1900;1181122;33;581.0;220.3;
2000;1204430;33;581.0;220.3;
2100;1227713;33;581.0;220.3;
2200;1245761;33;581.0;220.3;
2300;1263466;33;581.0;220.3;
2400;1280075;33;581.0;220.3;
2500;1291211;33;581.0;220.3;
2600;1305567;33;581.0;220.3;
2700;1324120;33;581.0;220.3;
2800;1333245;33;581.0;220.3;
2900;1345279;33;581.0;220.3;
3000;1360177;33;581.0;220.3;
3100;1367682;33;581.0;220.3;
3200;1381448;33;600.0;230.8;
3300;1387860;31;600.0;231.6;
3400;1400085;31;600.0;231.6;
3500;1407577;31;600.0;231.6;
3600;1421385;31;600.0;231.6;
3700;1428332;31;600.0;231.6;
3800;1439184;31;600.0;231.6;
3900;1446013;31;600.0;231.6;
4000;1452758;31;600.0;231.6;
4100;1466016;31;600.0;231.6;
4200;1476752;31;600.0;231.6;
4300;1485856;31;600.0;231.6;
4400;1496496;31;600.0;231.6;
4500;1504294;31;600.0;231.6;
4600;1510081;31;600.0;231.6;
4700;1517257;31;600.0;231.6;
4800;1524951;31;600.0;231.6;
4900;1532377;31;600.0;231.6;
5000;1542047;31;600.0;231.6;
