epis;QTable;steps;cumReward;discountedReward;
100;220817;999;0.0;0.0;
200;399891;999;200.0;96.2;
300;541802;201;600.0;119.9;
400;660671;999;300.0;119.1;
500;749783;999;300.0;119.1;
600;822940;59;600.0;135.2;
700;881130;85;600.0;166.4;
800;929501;47;600.0;168.1;
900;968963;22;600.0;190.0;
1000;1015342;22;600.0;190.0;
1100;1041985;22;600.0;190.0;
1200;1086827;22;600.0;190.0;
1300;1114386;22;600.0;190.0;
1400;1152727;22;600.0;190.0;
1500;1172255;22;600.0;190.0;
1600;1191928;22;600.0;190.0;
1700;1213644;22;600.0;190.0;
1800;1232192;22;600.0;190.0;
1900;1249821;22;600.0;190.0;
2000;1268133;22;600.0;190.0;
2100;1287380;22;600.0;190.0;
2200;1318381;22;600.0;190.0;
2300;1332252;22;600.0;190.0;
2400;1352132;22;600.0;190.0;
2500;1369319;22;600.0;190.0;
2600;1383571;22;600.0;190.0;
2700;1394823;22;600.0;190.0;
2800;1419837;22;600.0;190.0;
2900;1443692;22;600.0;190.0;
3000;1460087;22;600.0;190.0;
3100;1476083;22;600.0;190.0;
3200;1495624;22;600.0;190.0;
3300;1512372;22;600.0;190.0;
3400;1529942;22;600.0;190.0;
3500;1542352;22;600.0;199.0;
3600;1555766;22;600.0;199.0;
3700;1575980;22;600.0;199.0;
3800;1587260;22;600.0;199.0;
3900;1599357;22;600.0;199.0;
4000;1614947;22;600.0;199.0;
4100;1628470;22;600.0;199.0;
4200;1641611;22;600.0;199.0;
4300;1656393;22;600.0;199.0;
4400;1673298;22;600.0;199.0;
4500;1684763;22;600.0;199.0;
4600;1698735;22;600.0;199.0;
4700;1711880;22;600.0;196.7;
4800;1721059;22;600.0;196.7;
4900;1736333;22;600.0;196.7;
5000;1745514;22;600.0;196.7;
