epis;QTable;steps;cumReward;discountedReward;
100;193379;999;100.0;90.0;
200;351039;205;600.0;180.6;
300;494178;999;200.0;155.6;
400;601793;223;600.0;194.4;
500;682597;99;600.0;245.5;
600;747364;90;600.0;245.5;
700;807284;90;600.0;245.5;
800;869694;90;600.0;245.5;
900;919874;999;500.0;245.5;
1000;968235;999;500.0;245.5;
1100;1014914;31;600.0;249.7;
1200;1048739;31;600.0;249.7;
1300;1083854;31;600.0;249.7;
1400;1114403;31;600.0;249.7;
1500;1138905;31;600.0;249.7;
1600;1165947;31;600.0;249.7;
1700;1200009;31;600.0;249.7;
1800;1223180;31;600.0;249.7;
1900;1246730;31;600.0;249.7;
2000;1266521;31;600.0;249.7;
2100;1287947;29;600.0;250.7;
2200;1307668;29;600.0;250.7;
2300;1328660;29;600.0;250.7;
2400;1346084;29;600.0;250.7;
2500;1363981;29;600.0;250.7;
2600;1381693;27;600.0;251.9;
2700;1400079;27;600.0;251.9;
2800;1415444;25;600.0;274.5;
2900;1437229;25;600.0;274.5;
3000;1453374;25;600.0;274.5;
3100;1468948;25;600.0;274.5;
3200;1482976;25;600.0;274.5;
3300;1494966;25;600.0;274.5;
3400;1517799;25;600.0;274.5;
3500;1527339;25;600.0;274.5;
3600;1541157;25;600.0;274.5;
3700;1552775;25;600.0;274.5;
3800;1563738;25;600.0;274.5;
3900;1577401;25;600.0;274.5;
4000;1588466;25;600.0;274.5;
4100;1598304;25;600.0;274.5;
4200;1609940;25;600.0;274.5;
4300;1620041;25;600.0;274.5;
4400;1632393;25;600.0;274.5;
4500;1638135;25;600.0;274.5;
4600;1644161;25;600.0;274.5;
4700;1658563;25;600.0;274.5;
4800;1676149;25;600.0;274.5;
4900;1683322;25;600.0;274.5;
5000;1691467;25;600.0;274.5;
