epis;QTable;steps;cumReward;discountedReward;
100;215917;247;600.0;104.0;
200;388140;244;600.0;176.8;
300;503556;999;300.0;176.6;
400;590229;54;581.0;205.3;
500;677582;999;400.0;195.1;
600;727916;999;400.0;195.1;
700;778302;999;481.0;203.1;
800;839013;999;481.0;203.1;
900;889802;999;481.0;203.1;
1000;938684;27;581.0;209.5;
1100;978197;27;581.0;209.5;
1200;1012372;27;581.0;209.5;
1300;1049868;27;581.0;209.5;
1400;1075733;27;581.0;209.5;
1500;1114764;27;581.0;209.5;
1600;1137825;27;581.0;209.5;
1700;1160387;27;581.0;209.5;
1800;1187325;25;600.0;214.0;
1900;1216081;28;600.0;222.8;
2000;1236949;28;600.0;222.8;
2100;1266345;28;600.0;222.8;
2200;1300056;28;600.0;222.8;
2300;1328063;28;600.0;222.8;
2400;1351412;28;600.0;222.8;
2500;1369824;28;600.0;222.8;
2600;1389961;28;600.0;222.8;
2700;1407435;26;600.0;235.5;
2800;1431805;26;600.0;235.5;
2900;1451771;26;600.0;235.5;
3000;1471744;26;600.0;235.5;
3100;1496725;26;600.0;235.5;
3200;1514978;26;600.0;235.5;
3300;1533530;26;600.0;235.5;
3400;1550256;26;600.0;235.5;
3500;1570635;26;600.0;235.5;
3600;1584795;26;600.0;235.5;
3700;1598464;21;600.0;248.3;
3800;1610981;21;600.0;248.3;
3900;1625439;21;600.0;248.3;
4000;1640781;21;600.0;248.3;
4100;1655866;21;600.0;248.3;
4200;1666870;21;600.0;248.3;
4300;1673346;21;600.0;248.3;
4400;1687482;21;600.0;248.3;
4500;1697620;21;600.0;248.3;
4600;1706546;21;600.0;248.3;
4700;1715915;21;600.0;248.3;
4800;1726716;21;600.0;248.3;
4900;1745071;21;600.0;252.6;
5000;1755349;21;600.0;252.6;
