epis;QTable;steps;cumReward;discountedReward;
100;215875;999;0.0;0.0;
200;417850;999;100.0;72.9;
300;584175;999;100.0;72.9;
400;716937;91;543.0;136.8;
500;828065;999;300.0;147.3;
600;916180;999;300.0;147.3;
700;1006279;999;300.0;147.3;
800;1082316;999;300.0;147.3;
900;1140331;999;300.0;147.3;
1000;1194253;999;300.0;147.3;
1100;1247010;999;300.0;147.3;
1200;1289478;999;400.0;153.8;
1300;1333223;999;400.0;153.8;
1400;1368215;999;400.0;153.8;
1500;1403953;999;400.0;153.8;
1600;1456416;999;400.0;153.8;
1700;1488285;135;600.0;154.7;
1800;1515647;999;400.0;159.5;
1900;1543135;34;600.0;168.4;
2000;1565205;34;600.0;168.4;
2100;1593770;34;600.0;168.4;
2200;1616890;34;600.0;168.4;
2300;1637978;34;600.0;168.4;
2400;1655505;34;600.0;168.4;
2500;1681773;34;600.0;168.4;
2600;1703719;34;600.0;168.4;
2700;1720738;34;600.0;168.4;
2800;1742015;34;600.0;168.4;
2900;1755774;34;600.0;168.4;
3000;1779960;34;600.0;176.5;
3100;1801294;34;600.0;176.5;
3200;1816689;34;600.0;176.5;
3300;1837349;34;600.0;176.5;
3400;1852206;34;600.0;176.5;
3500;1869595;34;600.0;176.5;
3600;1886344;34;600.0;176.5;
3700;1903711;34;600.0;176.5;
3800;1918503;34;600.0;176.5;
3900;1935297;34;600.0;176.5;
4000;1953419;34;600.0;176.5;
4100;1967130;34;600.0;176.5;
4200;1975778;34;600.0;176.5;
4300;1991433;34;600.0;176.5;
4400;2008817;34;600.0;176.5;
4500;2021853;34;600.0;176.5;
4600;2036585;34;600.0;176.5;
4700;2047757;34;600.0;176.5;
4800;2059062;34;600.0;176.5;
4900;2070453;34;581.0;175.3;
5000;2080458;46;600.0;178.7;
