epis;QTable;steps;cumReward;discountedReward;
100;207134;345;581.0;147.2;
200;368874;999;300.0;194.4;
300;500722;999;300.0;194.4;
400;606671;999;300.0;194.4;
500;698619;999;300.0;194.4;
600;761826;999;300.0;194.4;
700;816841;180;600.0;228.5;
800;855835;22;600.0;239.5;
900;889388;22;600.0;239.5;
1000;922133;22;600.0;239.5;
1100;953133;22;600.0;239.5;
1200;973800;22;600.0;239.5;
1300;1000080;22;600.0;239.5;
1400;1026273;22;600.0;239.5;
1500;1051276;22;600.0;248.5;
1600;1076197;22;600.0;248.5;
1700;1098099;22;600.0;248.5;
1800;1118722;22;600.0;248.5;
1900;1135585;22;600.0;248.5;
2000;1151336;22;600.0;248.5;
2100;1170906;22;600.0;248.5;
2200;1196301;22;600.0;248.5;
2300;1210744;22;600.0;248.5;
2400;1224141;22;600.0;248.5;
2500;1236311;22;600.0;248.5;
2600;1247164;22;600.0;248.5;
2700;1260785;22;600.0;248.5;
2800;1276789;22;600.0;248.5;
2900;1293910;22;600.0;248.5;
3000;1303969;22;600.0;248.5;
3100;1320413;22;600.0;248.5;
3200;1334048;22;600.0;248.5;
3300;1350709;22;600.0;248.5;
3400;1362758;22;600.0;248.5;
3500;1370141;22;600.0;248.5;
3600;1378023;22;600.0;248.5;
3700;1385536;22;600.0;248.5;
3800;1397701;22;600.0;248.5;
3900;1410462;22;600.0;248.5;
4000;1425270;22;600.0;248.5;
4100;1429974;22;600.0;248.5;
4200;1440809;22;600.0;248.5;
4300;1454512;22;600.0;248.5;
4400;1463981;22;600.0;248.5;
4500;1475320;22;600.0;248.5;
4600;1486150;22;600.0;248.5;
4700;1497513;22;600.0;248.5;
4800;1506478;22;600.0;248.5;
4900;1509824;22;600.0;248.5;
5000;1518580;22;600.0;248.5;
