epis;QTable;steps;cumReward;discountedReward;
100;203865;334;600.0;149.0;
200;351448;312;562.0;181.2;
300;467953;153;600.0;191.4;
400;576619;29;600.0;213.3;
500;643566;28;600.0;213.9;
600;703863;999;500.0;208.0;
700;765654;999;500.0;208.0;
800;828622;999;500.0;208.0;
900;874464;999;500.0;208.0;
1000;923306;999;500.0;208.0;
1100;966802;999;500.0;208.0;
1200;1011195;999;500.0;221.9;
1300;1046256;999;500.0;221.9;
1400;1077084;999;500.0;221.9;
1500;1107611;999;500.0;221.9;
1600;1142717;999;500.0;221.9;
1700;1167685;999;500.0;221.9;
1800;1189981;28;600.0;227.7;
1900;1212564;28;600.0;227.7;
2000;1234920;28;600.0;227.7;
2100;1253984;28;600.0;227.7;
2200;1279123;28;600.0;227.7;
2300;1301348;28;600.0;227.7;
2400;1327950;28;600.0;227.7;
2500;1354565;28;600.0;227.7;
2600;1386963;28;600.0;227.7;
2700;1410999;28;600.0;227.7;
2800;1428635;26;600.0;229.1;
2900;1445060;26;600.0;229.1;
3000;1458838;26;600.0;229.1;
3100;1473417;26;600.0;229.1;
3200;1486326;26;600.0;229.1;
3300;1502909;26;600.0;230.6;
3400;1526188;26;600.0;230.6;
3500;1545211;26;600.0;230.6;
3600;1557078;26;600.0;230.6;
3700;1574082;26;600.0;230.6;
3800;1584350;26;600.0;230.6;
3900;1591165;26;600.0;230.6;
4000;1600989;26;600.0;230.6;
4100;1614325;26;600.0;230.6;
4200;1627542;26;600.0;230.6;
4300;1640565;26;600.0;230.6;
4400;1651577;26;600.0;230.6;
4500;1658017;26;600.0;230.6;
4600;1672312;26;600.0;230.6;
4700;1682742;26;600.0;230.6;
4800;1693250;26;600.0;230.6;
4900;1707692;26;600.0;230.6;
5000;1719085;26;600.0;230.6;
