epis;QTable;steps;cumReward;discountedReward;
100;211332;422;581.0;80.6;
200;397820;775;581.0;98.2;
300;549334;999;200.0;97.8;
400;675589;424;600.0;123.7;
500;778001;999;300.0;123.2;
600;867417;999;300.0;123.2;
700;942242;999;300.0;123.2;
800;1008455;89;600.0;152.0;
900;1068257;89;600.0;152.0;
1000;1111793;146;600.0;152.0;
1100;1149319;999;500.0;152.0;
1200;1198702;999;500.0;152.0;
1300;1237478;999;500.0;152.0;
1400;1264147;999;500.0;152.0;
1500;1298420;999;500.0;152.0;
1600;1336813;999;500.0;152.0;
1700;1372585;999;500.0;152.0;
1800;1402252;999;500.0;152.0;
1900;1428299;42;600.0;153.4;
2000;1462502;42;600.0;157.7;
2100;1486157;42;600.0;157.7;
2200;1521729;42;600.0;157.7;
2300;1539550;42;600.0;157.7;
2400;1557006;42;600.0;157.7;
2500;1576476;42;600.0;157.7;
2600;1588470;42;600.0;157.7;
2700;1611275;42;600.0;157.7;
2800;1631923;42;600.0;157.7;
2900;1650364;42;600.0;157.7;
3000;1668760;42;600.0;157.7;
3100;1686093;42;600.0;157.7;
3200;1698096;42;600.0;157.7;
3300;1712144;42;600.0;157.7;
3400;1725306;42;600.0;157.7;
3500;1740672;42;600.0;157.7;
3600;1753368;42;600.0;160.9;
3700;1767689;42;600.0;160.9;
3800;1785956;42;600.0;160.9;
3900;1799505;42;600.0;160.9;
4000;1817435;42;600.0;160.9;
4100;1825186;41;600.0;161.0;
4200;1841256;41;600.0;161.0;
4300;1859201;41;600.0;161.0;
4400;1872362;41;600.0;161.0;
4500;1883860;41;600.0;161.0;
4600;1897764;41;600.0;161.0;
4700;1915415;41;600.0;161.0;
4800;1925698;41;600.0;161.0;
4900;1936610;41;600.0;161.0;
5000;1951166;41;600.0;161.0;
