epis;QTable;steps;cumReward;discountedReward;
100;226369;999;0.0;0.0;
200;410303;112;581.0;176.8;
300;548978;112;581.0;176.8;
400;654424;999;400.0;193.2;
500;739918;999;400.0;193.2;
600;807097;999;400.0;193.2;
700;852437;156;600.0;209.9;
800;902332;999;500.0;209.9;
900;939820;999;500.0;209.9;
1000;988668;999;500.0;209.9;
1100;1025558;999;500.0;209.9;
1200;1064002;31;600.0;214.1;
1300;1093268;31;600.0;214.1;
1400;1124615;31;600.0;214.1;
1500;1153717;31;600.0;214.1;
1600;1171130;31;600.0;214.1;
1700;1187993;31;600.0;214.1;
1800;1223170;31;600.0;214.1;
1900;1251068;31;600.0;214.1;
2000;1269760;31;600.0;214.1;
2100;1283289;31;600.0;214.1;
2200;1301434;31;600.0;214.1;
2300;1318068;31;600.0;214.1;
2400;1335313;31;600.0;214.1;
2500;1353312;31;600.0;214.1;
2600;1386146;33;600.0;190.7;
2700;1407898;33;600.0;190.7;
2800;1419734;33;600.0;190.7;
2900;1443294;33;600.0;190.7;
3000;1460916;33;600.0;190.7;
3100;1476024;33;600.0;190.7;
3200;1490564;33;600.0;190.7;
3300;1516347;33;600.0;190.7;
3400;1537478;33;600.0;190.7;
3500;1557217;33;600.0;190.7;
3600;1581203;33;600.0;190.7;
3700;1592730;33;600.0;190.7;
3800;1608438;33;600.0;190.7;
3900;1622047;33;600.0;190.7;
4000;1642755;33;600.0;190.7;
4100;1657982;33;600.0;190.7;
4200;1670138;33;600.0;190.7;
4300;1685494;35;600.0;190.0;
4400;1698713;35;600.0;190.0;
4500;1708354;33;600.0;190.7;
4600;1716009;33;600.0;190.7;
4700;1733454;33;600.0;190.7;
4800;1746594;33;600.0;190.7;
4900;1762675;33;600.0;190.7;
5000;1772810;33;600.0;190.7;
