epis;QTable;steps;cumReward;discountedReward;
100;199140;297;600.0;166.6;
200;371362;999;200.0;140.0;
300;503451;153;600.0;227.2;
400;597859;153;600.0;227.2;
500;681219;999;400.0;226.6;
600;741778;114;600.0;243.3;
700;800680;114;600.0;243.3;
800;843741;999;500.0;243.3;
900;889777;24;600.0;252.2;
1000;933496;24;600.0;252.2;
1100;968880;24;600.0;252.2;
1200;1001502;24;600.0;252.2;
1300;1031784;24;600.0;252.2;
1400;1062199;24;600.0;252.2;
1500;1097126;24;600.0;252.2;
1600;1124479;24;600.0;252.2;
1700;1147649;24;600.0;252.2;
1800;1181223;24;600.0;252.2;
1900;1214572;24;600.0;252.2;
2000;1244641;24;600.0;252.2;
2100;1270969;24;600.0;252.2;
2200;1296602;24;600.0;252.2;
2300;1317350;24;600.0;252.2;
2400;1342956;24;600.0;252.2;
2500;1364031;24;600.0;252.2;
2600;1390248;24;600.0;252.2;
2700;1410809;24;600.0;252.2;
2800;1430459;24;600.0;252.2;
2900;1454233;24;600.0;252.2;
3000;1476993;24;600.0;252.2;
3100;1495901;24;600.0;252.2;
3200;1515215;24;600.0;252.2;
3300;1528231;24;600.0;252.2;
3400;1547702;24;600.0;252.2;
3500;1560488;24;600.0;252.2;
3600;1571993;24;600.0;252.2;
3700;1584363;24;600.0;252.2;
3800;1602814;24;600.0;252.2;
3900;1619553;24;600.0;252.2;
4000;1630624;24;600.0;252.2;
4100;1643633;24;600.0;252.2;
4200;1656982;24;600.0;252.2;
4300;1673809;24;600.0;252.2;
4400;1688387;24;600.0;252.2;
4500;1700225;24;600.0;252.2;
4600;1710454;23;600.0;253.2;
4700;1720653;23;600.0;261.9;
4800;1730470;23;600.0;261.9;
4900;1739791;23;600.0;261.9;
5000;1754557;23;600.0;261.9;
