epis;QTable;steps;cumReward;discountedReward;
100;235115;235;600.0;94.3;
200;436966;999;100.0;65.6;
300;615557;999;100.0;65.6;
400;720421;118;600.0;164.7;
500;812816;999;400.0;164.6;
600;875787;999;400.0;164.6;
700;936488;999;400.0;164.6;
800;985569;24;600.0;185.7;
900;1039747;24;600.0;185.7;
1000;1075754;24;600.0;185.7;
1100;1119028;24;600.0;185.7;
1200;1154768;24;600.0;185.7;
1300;1176587;24;600.0;185.7;
1400;1216101;24;600.0;185.7;
1500;1238583;24;600.0;185.7;
1600;1263877;24;600.0;190.0;
1700;1286726;24;600.0;190.0;
1800;1307708;24;600.0;190.0;
1900;1328407;24;600.0;190.0;
2000;1345527;24;600.0;190.0;
2100;1364138;24;600.0;190.0;
2200;1383457;24;600.0;190.0;
2300;1399991;23;600.0;191.0;
2400;1416617;23;600.0;191.0;
2500;1437573;25;600.0;186.8;
2600;1451754;25;600.0;186.8;
2700;1476559;25;600.0;186.8;
2800;1499815;25;600.0;186.8;
2900;1524141;25;600.0;186.8;
3000;1541048;25;600.0;186.8;
3100;1560656;25;600.0;186.8;
3200;1577658;25;600.0;186.8;
3300;1595607;25;600.0;186.8;
3400;1613695;25;600.0;186.8;
3500;1629300;25;600.0;186.8;
3600;1645234;25;600.0;186.8;
3700;1656900;25;600.0;186.8;
3800;1673028;26;600.0;186.0;
3900;1685108;26;600.0;186.0;
4000;1695984;26;600.0;186.0;
4100;1701533;22;600.0;193.4;
4200;1713461;22;600.0;193.4;
4300;1725208;22;600.0;193.4;
4400;1738578;22;600.0;193.4;
4500;1750413;22;600.0;193.4;
4600;1764885;22;600.0;193.4;
4700;1777993;22;600.0;193.4;
4800;1785805;22;600.0;193.4;
4900;1794544;22;600.0;193.4;
5000;1808580;22;600.0;193.4;
