epis;QTable;steps;cumReward;discountedReward;
100;207992;345;581.0;156.2;
200;371583;311;600.0;198.7;
300;498062;999;300.0;198.7;
400;622928;80;600.0;228.8;
500;709789;80;600.0;228.8;
600;782373;80;600.0;228.8;
700;835919;999;400.0;226.9;
800;890583;400;600.0;226.9;
900;940736;999;400.0;226.9;
1000;984539;999;400.0;226.9;
1100;1024229;999;400.0;226.9;
1200;1058415;999;400.0;226.9;
1300;1081745;27;600.0;242.2;
1400;1108003;27;600.0;242.2;
1500;1130805;27;600.0;242.2;
1600;1153471;27;600.0;242.2;
1700;1185269;27;600.0;242.2;
1800;1199790;27;600.0;242.2;
1900;1223998;27;600.0;242.2;
2000;1240542;27;600.0;242.2;
2100;1253080;27;600.0;242.2;
2200;1279460;27;600.0;242.2;
2300;1295853;27;600.0;242.2;
2400;1311920;27;600.0;242.2;
2500;1322536;27;600.0;242.2;
2600;1340298;25;600.0;250.6;
2700;1352857;25;600.0;250.6;
2800;1363768;25;600.0;250.6;
2900;1372899;25;600.0;250.6;
3000;1381721;25;600.0;250.6;
3100;1393316;25;600.0;250.6;
3200;1398486;25;600.0;250.6;
3300;1403856;25;600.0;250.6;
3400;1408918;25;600.0;250.6;
3500;1419653;24;600.0;251.5;
3600;1427671;24;600.0;251.5;
3700;1433195;24;600.0;251.5;
3800;1438924;24;600.0;246.7;
3900;1446759;24;600.0;246.7;
4000;1457798;24;600.0;246.7;
4100;1467416;24;600.0;246.7;
4200;1471666;24;600.0;246.7;
4300;1479261;24;600.0;246.7;
4400;1484190;24;600.0;246.7;
4500;1490765;24;600.0;246.7;
4600;1496393;24;600.0;246.7;
4700;1503777;24;600.0;246.7;
4800;1510239;24;600.0;246.7;
4900;1516240;24;600.0;246.7;
5000;1523524;24;600.0;246.7;
