epis;QTable;steps;cumReward;discountedReward;
100;223484;999;0.0;0.0;
200;422864;426;581.0;125.1;
300;560115;999;200.0;118.8;
400;693585;470;600.0;150.8;
500;792285;470;600.0;150.8;
600;848887;25;600.0;168.6;
700;907217;25;600.0;168.6;
800;969298;25;600.0;168.6;
900;1013140;25;600.0;168.6;
1000;1061016;25;600.0;168.6;
1100;1111835;25;600.0;168.6;
1200;1145001;25;600.0;168.6;
1300;1188780;25;600.0;168.6;
1400;1219228;25;600.0;168.6;
1500;1259833;25;600.0;168.6;
1600;1295801;25;600.0;168.6;
1700;1336206;23;600.0;180.3;
1800;1364217;23;600.0;180.3;
1900;1388328;23;600.0;180.3;
2000;1416512;23;600.0;180.3;
2100;1440025;23;600.0;180.3;
2200;1466612;23;600.0;180.3;
2300;1492031;23;600.0;180.3;
2400;1507952;23;600.0;180.3;
2500;1536505;23;600.0;180.3;
2600;1554256;23;600.0;180.3;
2700;1571889;23;600.0;180.3;
2800;1589822;23;600.0;180.3;
2900;1619828;23;600.0;180.3;
3000;1635814;23;600.0;180.3;
3100;1653287;23;600.0;180.3;
3200;1668126;23;600.0;180.3;
3300;1682607;23;600.0;180.3;
3400;1700036;23;600.0;180.3;
3500;1716916;23;600.0;180.3;
3600;1731115;23;600.0;180.3;
3700;1746051;23;600.0;180.3;
3800;1759647;23;600.0;180.3;
3900;1770674;23;600.0;180.3;
4000;1788194;23;600.0;180.3;
4100;1800572;23;600.0;180.3;
4200;1811232;23;600.0;180.3;
4300;1828444;23;600.0;180.3;
4400;1839613;23;600.0;180.3;
4500;1854333;23;600.0;180.3;
4600;1866445;23;600.0;180.3;
4700;1884166;23;600.0;180.3;
4800;1896116;23;600.0;180.3;
4900;1904835;23;600.0;180.3;
5000;1918767;23;600.0;180.3;
