epis;QTable;steps;cumReward;discountedReward;
100;193560;345;600.0;135.5;
200;361806;235;600.0;173.4;
300;484909;999;300.0;172.9;
400;579186;999;300.0;172.9;
500;669719;999;300.0;172.9;
600;737522;999;300.0;172.9;
700;784914;134;600.0;206.4;
800;820466;24;600.0;215.3;
900;851075;24;600.0;215.3;
1000;878710;24;600.0;215.3;
1100;905454;24;600.0;215.3;
1200;931072;24;600.0;215.3;
1300;946665;24;600.0;215.3;
1400;973774;24;600.0;215.3;
1500;991367;24;600.0;215.3;
1600;1008758;24;600.0;215.3;
1700;1028114;24;600.0;215.3;
1800;1050576;22;600.0;225.2;
1900;1061101;22;600.0;225.2;
2000;1078694;22;600.0;225.2;
2100;1100631;22;600.0;225.2;
2200;1111586;22;600.0;225.2;
2300;1121908;22;600.0;225.2;
2400;1139449;22;600.0;225.2;
2500;1148149;22;600.0;225.2;
2600;1159529;22;600.0;231.1;
2700;1166411;22;600.0;231.1;
2800;1178663;22;600.0;231.1;
2900;1186615;22;600.0;231.1;
3000;1199239;22;600.0;231.1;
3100;1211563;22;600.0;231.1;
3200;1215716;22;600.0;231.1;
3300;1226169;22;600.0;231.1;
3400;1233282;22;600.0;231.1;
3500;1243048;22;600.0;231.1;
3600;1257246;22;600.0;231.1;
3700;1263518;22;600.0;231.1;
3800;1268845;25;600.0;228.2;
3900;1274618;25;600.0;226.3;
4000;1285645;29;600.0;225.9;
4100;1296443;29;600.0;224.7;
4200;1309881;29;600.0;224.7;
4300;1321878;29;600.0;224.7;
4400;1329946;29;600.0;224.7;
4500;1346631;29;600.0;224.7;
4600;1354282;29;600.0;224.7;
4700;1362592;29;600.0;224.7;
4800;1377832;29;600.0;224.7;
4900;1383379;27;600.0;231.6;
5000;1397813;27;600.0;231.6;
