epis;QTable;steps;cumReward;discountedReward;
100;215842;345;581.0;147.2;
200;383284;345;581.0;147.2;
300;516977;392;600.0;192.3;
400;625330;999;300.0;189.7;
500;693253;85;600.0;211.1;
600;753147;999;500.0;214.5;
700;796903;28;600.0;220.3;
800;848190;28;600.0;220.3;
900;879984;28;600.0;220.3;
1000;902846;28;600.0;220.3;
1100;951863;28;600.0;220.3;
1200;975913;28;600.0;220.3;
1300;1009829;28;600.0;220.3;
1400;1036224;28;600.0;220.3;
1500;1067349;28;600.0;220.3;
1600;1096262;28;600.0;220.3;
1700;1111516;26;600.0;225.7;
1800;1127938;26;600.0;225.7;
1900;1155748;26;600.0;225.7;
2000;1169988;26;600.0;225.7;
2100;1191832;26;600.0;225.7;
2200;1209938;26;600.0;225.7;
2300;1228482;26;600.0;225.7;
2400;1242379;26;600.0;225.7;
2500;1255495;26;600.0;225.7;
2600;1271176;26;600.0;225.7;
2700;1286999;26;600.0;225.7;
2800;1299450;26;600.0;225.7;
2900;1318276;26;600.0;225.7;
3000;1332505;999;200.0;146.6;
3100;1349109;26;600.0;225.7;
3200;1366552;26;600.0;225.7;
3300;1376477;25;600.0;226.5;
3400;1396532;25;600.0;226.5;
3500;1406501;25;600.0;226.5;
3600;1419787;25;600.0;226.5;
3700;1428643;25;600.0;226.5;
3800;1442668;25;600.0;226.5;
3900;1452883;25;600.0;226.5;
4000;1464616;25;600.0;226.5;
4100;1472061;25;600.0;226.5;
4200;1487402;25;600.0;226.5;
4300;1498130;25;600.0;226.5;
4400;1511625;25;600.0;226.5;
4500;1527379;25;600.0;226.5;
4600;1539379;25;600.0;226.5;
4700;1544780;25;600.0;228.3;
4800;1555927;25;600.0;228.3;
4900;1561863;25;600.0;228.3;
5000;1569233;25;600.0;228.3;
