epis;QTable;steps;cumReward;discountedReward;
100;225072;999;0.0;0.0;
200;390294;999;500.0;144.7;
300;534112;602;600.0;144.7;
400;639933;999;300.0;138.9;
500;731473;207;600.0;140.1;
600;817311;999;300.0;138.9;
700;888503;999;300.0;138.9;
800;946185;999;300.0;138.9;
900;999099;999;300.0;138.9;
1000;1055873;317;600.0;157.0;
1100;1101825;999;500.0;166.8;
1200;1140215;30;581.0;170.6;
1300;1178016;30;581.0;170.6;
1400;1212966;30;581.0;170.6;
1500;1238279;30;581.0;170.6;
1600;1280871;30;581.0;170.6;
1700;1306424;30;581.0;170.6;
1800;1334629;30;581.0;170.6;
1900;1370864;30;581.0;170.6;
2000;1395703;30;581.0;170.6;
2100;1424972;30;581.0;176.0;
2200;1451732;30;581.0;176.0;
2300;1468114;30;581.0;176.0;
2400;1491916;30;581.0;176.0;
2500;1513596;30;581.0;176.0;
2600;1533727;30;581.0;176.0;
2700;1552198;31;600.0;176.4;
2800;1573892;31;600.0;176.4;
2900;1591213;31;600.0;176.4;
3000;1615569;31;600.0;176.4;
3100;1634632;29;600.0;177.4;
3200;1658332;29;600.0;177.4;
3300;1673474;29;600.0;177.4;
3400;1692035;29;600.0;177.4;
3500;1714302;29;600.0;177.4;
3600;1724374;29;600.0;177.4;
3700;1735998;29;600.0;177.4;
3800;1749418;29;600.0;177.4;
3900;1765912;29;600.0;177.4;
4000;1781681;29;600.0;177.4;
4100;1793906;29;600.0;177.4;
4200;1804969;29;600.0;177.4;
4300;1816606;29;600.0;177.4;
4400;1829024;29;600.0;177.4;
4500;1836355;29;600.0;177.4;
4600;1851989;29;600.0;177.4;
4700;1867556;29;600.0;177.4;
4800;1882338;29;600.0;177.4;
4900;1894129;29;600.0;177.4;
5000;1908209;29;600.0;177.4;
