epis;QTable;steps;cumReward;discountedReward;
100;205418;235;600.0;119.2;
200;364080;230;600.0;117.9;
300;505684;140;600.0;164.6;
400;614762;140;600.0;164.6;
500;689340;140;600.0;164.6;
600;772544;140;600.0;164.6;
700;846073;999;400.0;164.6;
800;911772;999;400.0;164.6;
900;958599;999;400.0;164.6;
1000;997484;999;481.0;168.8;
1100;1037633;999;481.0;168.8;
1200;1076305;999;481.0;168.8;
1300;1097163;32;581.0;172.6;
1400;1121742;32;581.0;172.6;
1500;1151853;32;581.0;172.6;
1600;1176359;32;581.0;172.6;
1700;1203449;32;581.0;172.6;
1800;1232306;32;581.0;172.6;
1900;1254331;32;581.0;172.6;
2000;1277223;32;581.0;172.6;
2100;1301666;32;581.0;172.6;
2200;1321381;32;581.0;172.6;
2300;1337507;32;581.0;172.6;
2400;1349825;32;581.0;172.6;
2500;1369360;32;581.0;172.6;
2600;1390026;32;581.0;172.6;
2700;1405518;32;581.0;172.6;
2800;1423032;32;581.0;172.6;
2900;1440417;32;581.0;172.6;
3000;1457956;32;581.0;172.6;
3100;1470866;32;581.0;172.6;
3200;1479609;32;581.0;172.6;
3300;1494803;999;400.0;164.6;
3400;1514088;32;581.0;172.6;
3500;1537486;32;581.0;172.6;
3600;1554248;32;581.0;172.6;
3700;1571266;32;581.0;172.6;
3800;1585909;32;581.0;172.6;
3900;1597796;32;581.0;172.6;
4000;1611492;32;581.0;172.6;
4100;1622938;32;581.0;172.6;
4200;1636639;32;581.0;172.6;
4300;1649292;32;581.0;172.6;
4400;1663358;32;581.0;172.6;
4500;1673389;32;581.0;172.6;
4600;1687567;32;581.0;172.6;
4700;1697448;32;581.0;172.6;
4800;1702949;32;581.0;172.6;
4900;1717575;32;581.0;172.6;
5000;1727903;32;581.0;172.6;
