epis;QTable;steps;cumReward;discountedReward;
100;226135;378;600.0;126.7;
200;398460;198;600.0;171.6;
300;538987;198;600.0;171.6;
400;637023;198;600.0;171.6;
500;724583;198;600.0;171.6;
600;785918;192;600.0;194.5;
700;839544;192;600.0;194.5;
800;894019;999;400.0;194.5;
900;934444;999;400.0;194.5;
1000;965694;999;400.0;194.5;
1100;1003694;999;400.0;194.5;
1200;1033232;999;400.0;194.5;
1300;1061181;999;400.0;194.5;
1400;1085424;999;400.0;194.5;
1500;1103858;28;600.0;208.3;
1600;1130379;28;600.0;208.3;
1700;1156221;28;600.0;208.3;
1800;1174977;28;600.0;208.3;
1900;1197775;28;600.0;208.3;
2000;1213310;28;600.0;208.3;
2100;1230125;28;600.0;208.3;
2200;1243369;28;600.0;208.3;
2300;1253124;28;600.0;208.3;
2400;1265611;28;600.0;208.3;
2500;1275800;28;600.0;208.3;
2600;1287696;28;600.0;208.3;
2700;1296358;28;600.0;208.3;
2800;1311648;28;600.0;208.3;
2900;1324913;28;600.0;208.3;
3000;1334933;28;600.0;208.3;
3100;1351920;28;600.0;208.3;
3200;1363816;28;600.0;208.3;
3300;1375456;28;600.0;208.3;
3400;1384366;28;600.0;208.3;
3500;1398188;28;600.0;208.3;
3600;1410674;28;600.0;208.3;
3700;1419358;28;600.0;208.3;
3800;1429780;28;600.0;208.3;
3900;1438290;28;600.0;208.3;
4000;1453190;28;600.0;208.3;
4100;1466110;28;600.0;208.3;
4200;1475699;28;600.0;208.3;
4300;1491316;28;600.0;208.3;
4400;1499100;28;600.0;208.3;
4500;1512366;28;600.0;208.3;
4600;1518554;28;600.0;208.3;
4700;1525740;28;600.0;208.3;
4800;1532199;28;600.0;208.3;
4900;1544392;28;600.0;208.3;
5000;1559072;28;600.0;208.3;
