epis;QTable;steps;cumReward;discountedReward;
100;210984;269;581.0;7.2;
200;389976;999;100.0;59.0;
300;556013;999;100.0;59.0;
400;695842;664;600.0;93.9;
500;823464;216;600.0;117.2;
600;921640;216;600.0;117.2;
700;1009444;216;600.0;117.2;
800;1077080;999;300.0;116.8;
900;1138232;337;600.0;125.7;
1000;1190377;337;600.0;125.7;
1100;1236305;337;600.0;125.7;
1200;1282222;999;400.0;125.7;
1300;1321005;999;400.0;125.7;
1400;1358477;999;400.0;125.7;
1500;1395895;999;400.0;125.7;
1600;1429522;999;400.0;125.7;
1700;1466761;999;400.0;125.7;
1800;1494522;41;600.0;129.2;
1900;1516211;41;600.0;129.2;
2000;1538858;41;600.0;129.2;
2100;1564785;41;600.0;129.2;
2200;1589297;41;600.0;129.2;
2300;1610739;41;600.0;129.2;
2400;1638781;41;600.0;129.2;
2500;1658175;41;600.0;129.2;
2600;1677130;41;600.0;129.2;
2700;1701916;41;600.0;129.2;
2800;1725929;41;600.0;129.2;
2900;1756734;41;600.0;129.2;
3000;1782204;41;600.0;129.2;
3100;1805867;41;600.0;131.2;
3200;1822000;40;600.0;131.4;
3300;1844113;40;600.0;131.4;
3400;1864932;999;300.0;134.1;
3500;1886601;51;600.0;156.6;
3600;1906036;999;500.0;156.1;
3700;1928928;999;500.0;156.1;
3800;1938968;999;500.0;156.1;
3900;1958762;999;500.0;156.1;
4000;1967723;33;600.0;159.5;
4100;1978709;33;600.0;159.5;
4200;1991520;31;600.0;176.2;
4300;2002304;31;600.0;176.2;
4400;2012515;31;600.0;176.2;
4500;2026219;31;600.0;176.2;
4600;2045271;31;600.0;176.2;
4700;2056025;31;600.0;176.2;
4800;2067868;31;600.0;176.2;
4900;2079093;31;600.0;176.2;
5000;2090068;31;600.0;176.2;
