epis;QTable;steps;cumReward;discountedReward;
100;216239;259;581.0;78.4;
200;366718;367;581.0;169.1;
300;474324;40;600.0;219.6;
400;565111;51;600.0;218.4;
500;641853;29;600.0;223.2;
600;708724;999;500.0;217.9;
700;754726;999;500.0;217.9;
800;795076;22;600.0;228.9;
900;832157;22;600.0;228.9;
1000;870790;22;600.0;228.9;
1100;916656;22;600.0;234.8;
1200;946367;22;600.0;234.8;
1300;971403;22;600.0;234.8;
1400;997390;22;600.0;234.8;
1500;1025653;22;600.0;234.8;
1600;1044399;22;600.0;228.9;
1700;1070423;22;600.0;228.9;
1800;1087661;22;600.0;228.9;
1900;1105962;22;600.0;228.9;
2000;1120722;24;600.0;217.5;
2100;1137606;24;600.0;223.4;
2200;1158599;24;600.0;223.4;
2300;1173076;24;600.0;223.4;
2400;1196194;24;600.0;223.4;
2500;1209669;24;600.0;223.4;
2600;1221291;24;600.0;223.4;
2700;1232039;24;600.0;223.4;
2800;1248737;22;600.0;234.8;
2900;1262602;22;600.0;234.8;
3000;1283058;22;600.0;234.8;
3100;1297574;22;600.0;234.8;
3200;1311826;22;600.0;234.8;
3300;1333760;22;600.0;234.8;
3400;1340434;22;600.0;234.8;
3500;1353044;22;600.0;234.8;
3600;1361618;22;600.0;234.8;
3700;1383008;22;600.0;234.8;
3800;1397419;22;600.0;234.8;
3900;1409662;22;600.0;234.8;
4000;1417211;22;600.0;234.8;
4100;1430050;22;600.0;234.8;
4200;1442797;22;600.0;234.8;
4300;1447501;22;600.0;234.8;
4400;1452473;22;600.0;234.8;
4500;1465013;22;600.0;234.8;
4600;1473000;22;600.0;234.8;
4700;1479890;22;600.0;228.9;
4800;1491000;22;600.0;228.9;
4900;1497645;22;600.0;228.9;
5000;1506235;22;600.0;228.9;
