epis;QTable;steps;cumReward;discountedReward;
100;235022;999;0.0;0.0;
200;415776;70;600.0;145.8;
300;530788;163;600.0;204.9;
400;633222;139;600.0;221.2;
500;705632;297;600.0;249.4;
600;765010;297;600.0;249.4;
700;815784;999;500.0;249.4;
800;857958;999;500.0;249.4;
900;917657;20;600.0;263.0;
1000;957913;20;600.0;263.0;
1100;992796;20;600.0;263.0;
1200;1032758;20;600.0;263.0;
1300;1073367;20;600.0;263.0;
1400;1106836;20;600.0;263.0;
1500;1134934;20;600.0;263.0;
1600;1160635;20;600.0;263.0;
1700;1186978;20;600.0;263.0;
1800;1214512;20;600.0;263.0;
1900;1236512;20;600.0;263.0;
2000;1258274;20;600.0;263.0;
2100;1276879;20;600.0;263.0;
2200;1294443;20;600.0;263.0;
2300;1313036;20;600.0;271.1;
2400;1330385;20;600.0;271.1;
2500;1343312;20;600.0;271.1;
2600;1356444;20;600.0;271.1;
2700;1372628;20;600.0;271.1;
2800;1393450;20;600.0;271.1;
2900;1404048;20;600.0;271.1;
3000;1422891;20;600.0;271.1;
3100;1439603;20;600.0;271.1;
3200;1448622;20;600.0;271.1;
3300;1461955;20;600.0;271.1;
3400;1481784;20;600.0;271.1;
3500;1493637;20;600.0;271.1;
3600;1507558;20;600.0;271.1;
3700;1519545;20;600.0;271.1;
3800;1533048;20;600.0;271.1;
3900;1546784;20;600.0;271.1;
4000;1559632;20;600.0;271.1;
4100;1566057;20;600.0;271.1;
4200;1572879;20;600.0;271.1;
4300;1584057;20;600.0;271.1;
4400;1596472;20;600.0;271.1;
4500;1604204;20;600.0;271.1;
4600;1620049;20;600.0;271.1;
4700;1628727;20;600.0;271.1;
4800;1637426;20;600.0;271.1;
4900;1643766;20;600.0;271.1;
5000;1651986;20;600.0;271.1;
