epis;QTable;steps;cumReward;discountedReward;
100;217882;272;562.0;113.4;
200;391172;369;562.0;143.1;
300;522257;311;581.0;196.5;
400;626986;261;600.0;194.7;
500;708433;64;600.0;205.8;
600;773194;64;600.0;205.8;
700;831425;64;600.0;205.8;
800;885995;139;600.0;205.6;
900;930249;29;600.0;210.9;
1000;962914;29;600.0;210.9;
1100;1003336;29;600.0;210.9;
1200;1041747;29;600.0;210.9;
1300;1069561;29;600.0;210.9;
1400;1093413;29;600.0;210.9;
1500;1129338;29;600.0;210.9;
1600;1158933;29;600.0;210.9;
1700;1185535;29;600.0;210.9;
1800;1208903;29;600.0;210.9;
1900;1234827;29;600.0;210.9;
2000;1259043;29;600.0;210.9;
2100;1282327;29;600.0;210.9;
2200;1308023;29;600.0;210.9;
2300;1323160;29;600.0;210.9;
2400;1340758;29;600.0;210.9;
2500;1355835;29;600.0;210.9;
2600;1371884;27;600.0;215.1;
2700;1397019;27;600.0;215.1;
2800;1410264;27;600.0;215.1;
2900;1426515;27;600.0;215.1;
3000;1452170;27;600.0;215.1;
3100;1467474;27;600.0;215.1;
3200;1486371;27;600.0;215.1;
3300;1500756;27;600.0;215.1;
3400;1516078;27;600.0;215.1;
3500;1533861;27;600.0;215.1;
3600;1549643;27;600.0;224.9;
3700;1563856;27;600.0;224.9;
3800;1579346;27;600.0;224.9;
3900;1595703;27;600.0;224.9;
4000;1610615;27;600.0;224.9;
4100;1622244;27;600.0;224.9;
4200;1630265;27;600.0;224.9;
4300;1641769;27;600.0;224.9;
4400;1658870;27;600.0;224.9;
4500;1670900;27;600.0;224.9;
4600;1686352;27;600.0;224.9;
4700;1698765;27;600.0;224.9;
4800;1711176;27;600.0;224.9;
4900;1722648;27;600.0;224.9;
5000;1738663;27;600.0;224.9;
