epis;QTable;steps;cumReward;discountedReward;
100;203708;460;600.0;153.8;
200;376541;337;600.0;213.0;
300;513322;110;600.0;213.0;
400;615663;139;600.0;242.8;
500;681454;209;600.0;257.6;
600;733608;209;600.0;257.6;
700;784042;209;600.0;257.6;
800;840072;209;600.0;257.6;
900;875610;999;500.0;257.6;
1000;912689;999;500.0;257.6;
1100;953642;999;500.0;257.6;
1200;983730;999;500.0;257.6;
1300;1015868;999;500.0;257.6;
1400;1043118;999;500.0;266.6;
1500;1068045;27;600.0;273.0;
1600;1090215;27;600.0;273.0;
1700;1114173;27;600.0;273.0;
1800;1127533;27;600.0;273.0;
1900;1145810;25;600.0;274.5;
2000;1173541;25;600.0;274.5;
2100;1186751;25;600.0;274.5;
2200;1203737;24;600.0;275.4;
2300;1223238;24;600.0;275.4;
2400;1245784;24;600.0;275.4;
2500;1265554;24;600.0;275.4;
2600;1285163;24;600.0;275.4;
2700;1301334;24;600.0;275.4;
2800;1316885;24;600.0;275.4;
2900;1342493;24;600.0;275.4;
3000;1364601;999;300.0;203.4;
3100;1380237;23;600.0;276.4;
3200;1386595;23;600.0;276.4;
3300;1397221;23;600.0;276.4;
3400;1410785;23;600.0;276.4;
3500;1428290;23;600.0;276.4;
3600;1445590;23;600.0;276.4;
3700;1454969;23;600.0;267.4;
3800;1470643;999;300.0;194.4;
3900;1480451;23;600.0;267.4;
4000;1493948;23;600.0;267.4;
4100;1503955;23;600.0;267.4;
4200;1514481;23;600.0;267.4;
4300;1522784;23;600.0;267.4;
4400;1533389;23;600.0;267.4;
4500;1541774;23;600.0;267.4;
4600;1552034;23;600.0;267.4;
4700;1559632;23;600.0;267.4;
4800;1570133;23;600.0;267.4;
4900;1576404;23;600.0;267.4;
5000;1588022;23;600.0;267.4;
