epis;QTable;steps;cumReward;discountedReward;
100;217978;101;600.0;93.4;
200;396057;345;581.0;156.2;
300;533872;386;600.0;156.3;
400;668266;153;600.0;234.1;
500;747253;999;400.0;233.5;
600;816941;999;400.0;233.5;
700;875226;999;400.0;233.5;
800;925715;999;400.0;233.5;
900;962477;999;400.0;233.5;
1000;1002887;999;400.0;233.5;
1100;1044931;999;400.0;233.5;
1200;1082567;999;400.0;233.5;
1300;1113079;999;400.0;233.5;
1400;1138390;999;400.0;233.5;
1500;1168506;999;400.0;233.5;
1600;1188939;999;400.0;233.5;
1700;1209352;999;400.0;233.5;
1800;1227755;999;400.0;233.5;
1900;1253054;999;400.0;233.5;
2000;1274289;999;400.0;233.5;
2100;1292420;25;600.0;253.7;
2200;1313996;25;600.0;253.7;
2300;1335942;25;600.0;253.7;
2400;1352334;25;600.0;253.7;
2500;1369653;25;600.0;253.7;
2600;1394851;25;600.0;253.7;
2700;1411190;25;600.0;253.7;
2800;1423382;25;600.0;253.7;
2900;1437095;25;600.0;253.7;
3000;1448554;25;600.0;253.7;
3100;1466497;25;600.0;253.7;
3200;1477918;25;600.0;253.7;
3300;1492043;25;600.0;253.7;
3400;1503576;25;600.0;253.7;
3500;1515442;25;600.0;253.7;
3600;1536507;25;600.0;253.7;
3700;1548003;25;600.0;253.7;
3800;1561268;25;600.0;253.7;
3900;1573031;25;600.0;253.7;
4000;1587064;25;600.0;253.7;
4100;1595794;25;600.0;253.7;
4200;1609035;25;600.0;253.7;
4300;1626684;25;600.0;253.7;
4400;1644471;25;600.0;262.3;
4500;1657590;25;600.0;262.3;
4600;1672227;25;600.0;262.3;
4700;1683971;25;600.0;262.3;
4800;1691405;25;600.0;262.3;
4900;1701133;25;600.0;262.3;
5000;1709442;25;600.0;262.3;
