epis;QTable;steps;cumReward;discountedReward;
100;204652;272;562.0;113.4;
200;368809;333;581.0;156.2;
300;511798;999;200.0;155.6;
400;607353;999;300.0;203.4;
500;692778;999;300.0;203.4;
600;763779;999;300.0;203.4;
700;814914;999;300.0;203.4;
800;882771;586;562.0;217.9;
900;914732;999;462.0;217.9;
1000;955001;50;562.0;218.4;
1100;988273;999;462.0;217.9;
1200;1017977;999;462.0;217.9;
1300;1043686;34;562.0;221.0;
1400;1061962;34;562.0;221.0;
1500;1085731;34;562.0;221.0;
1600;1106015;34;562.0;221.0;
1700;1116803;34;562.0;221.0;
1800;1130917;34;562.0;221.0;
1900;1151823;32;562.0;225.1;
2000;1170417;32;562.0;225.1;
2100;1182055;30;562.0;226.0;
2200;1192646;30;562.0;226.0;
2300;1210194;30;562.0;226.0;
2400;1225212;28;562.0;227.1;
2500;1243549;28;562.0;227.1;
2600;1258743;28;562.0;227.1;
2700;1275155;28;562.0;227.1;
2800;1289693;28;562.0;222.3;
2900;1309088;28;562.0;222.3;
3000;1321562;28;562.0;222.3;
3100;1341117;28;562.0;222.3;
3200;1356307;28;562.0;222.3;
3300;1369328;28;562.0;222.3;
3400;1377502;28;562.0;222.3;
3500;1390975;28;562.0;222.3;
3600;1399999;28;562.0;222.3;
3700;1407432;28;562.0;222.3;
3800;1420726;28;562.0;222.3;
3900;1432149;28;562.0;222.3;
4000;1439125;30;562.0;217.8;
4100;1445778;28;581.0;226.0;
4200;1458226;28;581.0;226.0;
4300;1467491;28;581.0;226.0;
4400;1482443;28;581.0;226.0;
4500;1485856;28;581.0;226.0;
4600;1491030;30;581.0;220.8;
4700;1496458;28;581.0;226.0;
4800;1515979;28;581.0;226.0;
4900;1524630;28;581.0;226.0;
5000;1535140;28;581.0;226.0;
