epis;QTable;steps;cumReward;discountedReward;
100;226736;999;0.0;0.0;
200;420515;318;600.0;70.9;
300;566054;999;300.0;110.5;
400;682005;999;300.0;110.5;
500;780681;114;600.0;122.7;
600;852717;999;400.0;122.7;
700;932186;999;400.0;122.7;
800;1002297;999;400.0;122.7;
900;1073128;999;500.0;127.9;
1000;1123538;37;600.0;130.2;
1100;1165658;37;600.0;130.2;
1200;1217027;37;600.0;130.2;
1300;1260453;35;600.0;145.3;
1400;1295774;35;600.0;145.3;
1500;1335190;35;600.0;145.3;
1600;1362066;35;600.0;145.3;
1700;1387775;35;600.0;145.3;
1800;1417160;35;600.0;145.3;
1900;1433725;999;400.0;136.1;
2000;1452748;35;600.0;145.3;
2100;1481947;35;600.0;145.3;
2200;1501633;35;600.0;145.3;
2300;1526789;34;600.0;145.6;
2400;1546394;34;600.0;145.6;
2500;1566206;34;600.0;145.6;
2600;1590504;34;600.0;147.9;
2700;1621053;34;600.0;147.9;
2800;1639420;34;600.0;147.9;
2900;1656037;34;600.0;147.9;
3000;1680099;34;600.0;147.9;
3100;1699383;34;600.0;147.9;
3200;1716993;34;600.0;147.9;
3300;1734056;34;600.0;147.9;
3400;1749081;34;600.0;147.9;
3500;1767926;34;600.0;147.9;
3600;1784274;30;600.0;166.2;
3700;1800608;999;400.0;151.6;
3800;1816750;30;600.0;167.2;
3900;1836069;30;600.0;167.2;
4000;1854958;30;600.0;167.2;
4100;1863712;30;600.0;167.2;
4200;1880140;30;600.0;167.2;
4300;1893844;30;600.0;167.2;
4400;1911813;30;600.0;167.2;
4500;1922814;30;600.0;167.2;
4600;1935709;999;400.0;151.6;
4700;1947827;30;600.0;167.2;
4800;1959408;30;600.0;167.2;
4900;1973034;30;600.0;167.2;
5000;1988673;30;600.0;167.2;
