epis;QTable;steps;cumReward;discountedReward;
100;209292;272;562.0;113.4;
200;403647;490;600.0;149.0;
300;550886;460;600.0;200.1;
400;672657;999;300.0;183.9;
500;763792;999;300.0;183.9;
600;827853;19;600.0;242.9;
700;879312;19;600.0;242.9;
800;936204;19;600.0;242.9;
900;984431;19;600.0;242.9;
1000;1020907;19;600.0;242.9;
1100;1053093;19;600.0;242.9;
1200;1081322;19;600.0;242.9;
1300;1109031;19;600.0;242.9;
1400;1126768;19;600.0;242.9;
1500;1149743;19;600.0;242.9;
1600;1170403;19;600.0;242.9;
1700;1197350;19;600.0;242.9;
1800;1215609;19;600.0;242.9;
1900;1242839;19;600.0;242.9;
2000;1261192;19;600.0;242.9;
2100;1278772;19;600.0;242.9;
2200;1292466;19;600.0;242.9;
2300;1307277;19;600.0;242.9;
2400;1327909;19;600.0;242.9;
2500;1344820;19;600.0;242.9;
2600;1362847;19;600.0;242.9;
2700;1379046;19;600.0;242.9;
2800;1388445;19;600.0;242.9;
2900;1399217;19;600.0;242.9;
3000;1421327;19;600.0;242.9;
3100;1430896;19;600.0;242.9;
3200;1437853;19;600.0;242.9;
3300;1450192;19;600.0;242.9;
3400;1459497;19;600.0;242.9;
3500;1473098;19;600.0;242.9;
3600;1486694;19;600.0;242.9;
3700;1495807;19;600.0;242.9;
3800;1515971;19;600.0;242.9;
3900;1525724;19;600.0;242.9;
4000;1535509;19;600.0;242.9;
4100;1539865;19;600.0;242.9;
4200;1551938;21;600.0;236.5;
4300;1562493;21;600.0;236.5;
4400;1570090;21;600.0;236.5;
4500;1574436;21;600.0;236.5;
4600;1586118;21;600.0;236.5;
4700;1597484;21;600.0;236.5;
4800;1603504;21;600.0;236.5;
4900;1609613;21;600.0;236.5;
5000;1617761;21;600.0;236.5;
