epis;QTable;steps;cumReward;discountedReward;
100;231095;167;600.0;111.9;
200;415921;999;200.0;126.0;
300;530043;167;600.0;174.9;
400;633568;167;600.0;174.9;
500;712317;999;400.0;174.9;
600;767416;25;600.0;193.8;
700;825499;25;600.0;193.8;
800;880974;25;600.0;193.8;
900;942945;25;600.0;193.8;
1000;981790;25;600.0;193.8;
1100;1030251;25;600.0;193.8;
1200;1070834;25;600.0;193.8;
1300;1098231;25;600.0;193.8;
1400;1125760;25;600.0;193.8;
1500;1151561;25;600.0;193.8;
1600;1174309;25;600.0;193.8;
1700;1205036;25;600.0;193.8;
1800;1227445;25;600.0;193.8;
1900;1250563;25;600.0;193.8;
2000;1275535;25;600.0;193.8;
2100;1300034;25;600.0;193.8;
2200;1314058;25;600.0;193.8;
2300;1338677;27;600.0;180.9;
2400;1364398;27;600.0;180.9;
2500;1384219;27;600.0;180.9;
2600;1410741;27;600.0;180.9;
2700;1426910;27;600.0;180.9;
2800;1443595;27;600.0;180.9;
2900;1459895;27;600.0;180.9;
3000;1470023;27;600.0;180.9;
3100;1487781;27;600.0;180.9;
3200;1498973;27;600.0;180.9;
3300;1513134;27;600.0;180.9;
3400;1520388;27;600.0;180.9;
3500;1529872;27;600.0;180.9;
3600;1542923;27;600.0;180.9;
3700;1555985;27;600.0;180.9;
3800;1570421;27;600.0;180.9;
3900;1580615;27;600.0;180.9;
4000;1590803;25;600.0;193.8;
4100;1598477;25;600.0;193.8;
4200;1606475;25;600.0;193.8;
4300;1612810;25;600.0;193.8;
4400;1620065;25;600.0;193.8;
4500;1630207;25;600.0;193.8;
4600;1638825;25;600.0;193.8;
4700;1645308;25;600.0;193.8;
4800;1655222;25;600.0;193.8;
4900;1662936;25;600.0;193.8;
5000;1672661;25;600.0;193.8;
