epis;QTable;steps;cumReward;discountedReward;
100;224549;145;562.0;113.4;
200;404239;272;581.0;146.2;
300;542603;70;600.0;183.8;
400;651485;999;300.0;178.0;
500;744072;999;300.0;178.0;
600;820123;47;600.0;220.2;
700;864446;47;600.0;220.2;
800;906108;999;500.0;219.4;
900;945160;22;600.0;230.4;
1000;981035;22;600.0;230.4;
1100;1018262;22;600.0;230.4;
1200;1051354;22;600.0;230.4;
1300;1080565;22;600.0;230.4;
1400;1103027;22;600.0;230.4;
1500;1132163;22;600.0;230.4;
1600;1157950;22;600.0;230.4;
1700;1180185;22;600.0;230.4;
1800;1199074;22;600.0;230.4;
1900;1215716;22;600.0;230.4;
2000;1233431;22;600.0;230.4;
2100;1248224;22;600.0;230.4;
2200;1263216;22;600.0;230.4;
2300;1280476;22;600.0;236.3;
2400;1302552;22;600.0;236.3;
2500;1319783;22;600.0;236.3;
2600;1333078;22;600.0;236.3;
2700;1346233;22;600.0;236.3;
2800;1361764;22;600.0;236.3;
2900;1370612;22;600.0;236.3;
3000;1386618;22;600.0;236.3;
3100;1397671;22;600.0;236.3;
3200;1406351;22;600.0;236.3;
3300;1423414;22;600.0;236.3;
3400;1438509;22;600.0;236.3;
3500;1456222;22;600.0;236.3;
3600;1471615;22;600.0;236.3;
3700;1481871;22;600.0;236.3;
3800;1491209;22;600.0;236.3;
3900;1504161;22;600.0;236.3;
4000;1514018;22;600.0;236.3;
4100;1523890;22;600.0;236.3;
4200;1531301;22;600.0;236.3;
4300;1544729;22;600.0;236.3;
4400;1553530;22;600.0;236.3;
4500;1559369;24;600.0;233.2;
4600;1571680;24;600.0;233.2;
4700;1575641;24;600.0;233.2;
4800;1592946;24;600.0;233.2;
4900;1600642;20;600.0;243.4;
5000;1607317;20;600.0;243.4;
