epis;QTable;steps;cumReward;discountedReward;
100;197290;345;600.0;172.8;
200;357774;345;600.0;172.8;
300;493121;999;300.0;203.4;
400;591982;999;300.0;203.4;
500;673446;999;300.0;203.4;
600;723799;56;600.0;243.3;
700;765494;999;500.0;243.0;
800;804827;24;600.0;251.9;
900;839441;24;600.0;251.9;
1000;875860;24;600.0;251.9;
1100;903006;24;600.0;251.9;
1200;932363;24;600.0;251.9;
1300;963258;24;600.0;251.9;
1400;991379;24;600.0;251.9;
1500;1008469;24;600.0;251.9;
1600;1030956;24;600.0;251.9;
1700;1048915;24;600.0;251.9;
1800;1075584;24;600.0;251.9;
1900;1098065;24;600.0;251.9;
2000;1119396;24;600.0;251.9;
2100;1138149;24;600.0;251.9;
2200;1152161;24;600.0;251.9;
2300;1164912;22;600.0;255.8;
2400;1184246;22;600.0;255.8;
2500;1198965;22;600.0;255.8;
2600;1216481;22;600.0;255.8;
2700;1235277;22;600.0;255.8;
2800;1249602;24;600.0;251.9;
2900;1262148;24;600.0;251.9;
3000;1275973;22;600.0;254.1;
3100;1285177;22;600.0;254.1;
3200;1297926;22;600.0;254.1;
3300;1317931;22;600.0;254.1;
3400;1331760;22;600.0;254.1;
3500;1344310;22;600.0;254.1;
3600;1359377;20;600.0;259.0;
3700;1369511;20;600.0;259.0;
3800;1379553;22;600.0;254.1;
3900;1388307;22;600.0;254.1;
4000;1396660;22;600.0;254.1;
4100;1403072;22;600.0;254.1;
4200;1420824;22;600.0;254.1;
4300;1431400;22;600.0;254.1;
4400;1441566;22;600.0;254.1;
4500;1451332;22;600.0;254.1;
4600;1461528;22;600.0;254.1;
4700;1471682;22;600.0;254.1;
4800;1490457;22;600.0;254.1;
4900;1506130;20;600.0;259.0;
5000;1515807;20;600.0;259.0;
