epis;QTable;steps;cumReward;discountedReward;
100;203483;999;0.0;0.0;
200;406630;999;0.0;0.0;
300;561818;216;600.0;118.8;
400;693813;209;600.0;150.0;
500;801514;999;300.0;144.2;
600;886262;999;300.0;144.2;
700;966693;999;300.0;144.2;
800;1033643;999;300.0;144.2;
900;1097646;999;300.0;144.2;
1000;1148041;999;300.0;144.2;
1100;1193295;999;300.0;144.2;
1200;1235772;999;200.0;118.8;
1300;1266659;999;400.0;152.2;
1400;1300393;999;400.0;152.2;
1500;1335722;35;600.0;159.6;
1600;1376439;35;600.0;159.6;
1700;1404433;35;600.0;159.6;
1800;1428905;35;600.0;159.6;
1900;1455003;35;600.0;159.6;
2000;1480096;35;600.0;159.6;
2100;1506062;31;600.0;170.6;
2200;1529681;31;600.0;170.6;
2300;1548415;31;600.0;170.6;
2400;1576553;29;600.0;171.6;
2500;1607197;29;600.0;171.6;
2600;1627835;29;600.0;171.6;
2700;1646128;29;600.0;171.6;
2800;1654823;29;600.0;171.6;
2900;1684671;29;600.0;171.6;
3000;1701092;29;600.0;171.6;
3100;1721801;29;600.0;171.6;
3200;1739784;25;600.0;180.9;
3300;1755714;25;600.0;180.9;
3400;1781295;25;600.0;180.9;
3500;1796248;25;600.0;180.9;
3600;1810866;25;600.0;180.9;
3700;1827020;25;600.0;180.9;
3800;1837030;25;600.0;180.9;
3900;1854136;25;600.0;180.9;
4000;1867083;25;600.0;180.9;
4100;1882263;25;600.0;180.9;
4200;1907807;25;600.0;180.9;
4300;1929862;25;600.0;180.9;
4400;1942819;25;600.0;180.9;
4500;1955464;25;600.0;180.9;
4600;1966211;25;600.0;180.9;
4700;1979470;25;600.0;180.9;
4800;1992677;25;600.0;180.9;
4900;2002427;25;600.0;175.6;
5000;2016738;25;600.0;175.6;
