epis;QTable;steps;cumReward;discountedReward;
100;225514;247;600.0;104.0;
200;396463;999;100.0;90.0;
300;540983;166;600.0;138.3;
400;661354;186;600.0;171.0;
500;740018;337;600.0;185.0;
600;814454;999;400.0;185.0;
700;891311;139;600.0;198.5;
800;946549;139;600.0;198.5;
900;1006622;139;600.0;198.5;
1000;1057914;26;600.0;205.7;
1100;1112763;26;600.0;205.7;
1200;1157205;26;600.0;205.7;
1300;1190768;26;600.0;205.7;
1400;1234269;26;600.0;205.7;
1500;1275107;26;600.0;205.7;
1600;1303854;26;600.0;205.7;
1700;1334273;26;600.0;205.7;
1800;1367832;26;600.0;205.7;
1900;1395503;26;600.0;205.7;
2000;1421769;26;600.0;205.7;
2100;1442232;26;600.0;205.7;
2200;1468545;26;600.0;205.7;
2300;1495627;26;600.0;205.7;
2400;1523364;26;600.0;205.7;
2500;1539870;26;600.0;205.7;
2600;1560213;26;600.0;205.7;
2700;1581660;26;600.0;205.7;
2800;1606084;26;600.0;205.7;
2900;1637297;26;600.0;205.7;
3000;1655759;26;600.0;205.7;
3100;1673553;26;600.0;205.7;
3200;1689394;26;600.0;205.7;
3300;1711322;26;600.0;205.7;
3400;1732286;26;600.0;205.7;
3500;1758495;26;600.0;205.7;
3600;1773100;26;600.0;205.7;
3700;1792300;26;600.0;205.7;
3800;1807892;26;600.0;205.7;
3900;1820972;26;600.0;205.7;
4000;1838700;26;600.0;205.7;
4100;1847496;999;0.0;0.0;
4200;1861111;25;600.0;206.5;
4300;1872509;25;600.0;206.5;
4400;1885002;25;600.0;206.5;
4500;1901059;27;600.0;200.5;
4600;1913338;27;600.0;200.5;
4700;1928731;27;600.0;200.5;
4800;1943856;27;600.0;200.5;
4900;1954083;27;600.0;200.5;
5000;1964751;27;600.0;200.5;
