epis;QTable;steps;cumReward;discountedReward;
100;225020;999;0.0;0.0;
200;405950;999;100.0;59.0;
300;566334;444;600.0;87.8;
400;707691;999;200.0;87.3;
500;823233;999;400.0;112.2;
600;923368;999;400.0;112.2;
700;1010645;999;400.0;112.2;
800;1080117;999;400.0;112.2;
900;1149427;999;400.0;112.2;
1000;1210269;999;400.0;112.2;
1100;1262651;999;400.0;118.7;
1200;1305491;999;500.0;123.0;
1300;1351141;999;500.0;123.0;
1400;1390160;999;500.0;123.0;
1500;1428090;999;500.0;123.0;
1600;1469077;999;500.0;123.0;
1700;1514826;999;500.0;123.0;
1800;1544716;37;600.0;125.2;
1900;1577929;37;600.0;125.2;
2000;1615389;37;600.0;125.2;
2100;1656673;37;600.0;125.2;
2200;1687744;37;600.0;125.2;
2300;1720060;37;600.0;125.2;
2400;1747246;37;600.0;125.2;
2500;1766067;37;600.0;125.2;
2600;1785225;37;600.0;125.2;
2700;1818321;39;600.0;113.9;
2800;1840395;39;600.0;113.9;
2900;1865301;999;100.0;65.6;
3000;1882698;39;600.0;113.9;
3100;1902304;39;600.0;113.9;
3200;1926916;37;600.0;125.2;
3300;1943672;37;600.0;125.2;
3400;1965482;37;600.0;125.2;
3500;1991062;999;300.0;169.1;
3600;2030079;29;600.0;204.8;
3700;2056297;29;600.0;204.8;
3800;2081287;29;600.0;204.8;
3900;2102363;29;600.0;204.8;
4000;2123767;29;600.0;204.8;
4100;2155705;29;600.0;204.8;
4200;2174986;29;600.0;204.8;
4300;2196952;29;600.0;204.8;
4400;2219097;29;600.0;204.8;
4500;2236973;29;600.0;204.8;
4600;2243494;29;600.0;204.8;
4700;2253786;29;600.0;204.8;
4800;2268874;29;600.0;204.8;
4900;2281061;29;600.0;204.8;
5000;2296560;29;600.0;204.8;
