epis;QTable;steps;cumReward;discountedReward;
100;208013;205;600.0;180.6;
200;366298;999;200.0;155.6;
300;488546;193;600.0;202.4;
400;595573;999;300.0;183.8;
500;683289;999;300.0;183.8;
600;753879;35;600.0;210.5;
700;810604;35;600.0;210.5;
800;853029;999;500.0;207.7;
900;892705;999;500.0;207.7;
1000;940903;999;500.0;207.7;
1100;974538;999;500.0;207.7;
1200;1003091;999;500.0;220.0;
1300;1026386;29;600.0;225.2;
1400;1052431;25;600.0;238.0;
1500;1077956;25;600.0;238.0;
1600;1101191;23;600.0;257.3;
1700;1117879;23;600.0;257.3;
1800;1138876;23;600.0;257.3;
1900;1155788;23;600.0;257.3;
2000;1168602;23;600.0;257.3;
2100;1184369;23;600.0;257.3;
2200;1198147;23;600.0;257.3;
2300;1214699;23;600.0;257.3;
2400;1230093;23;600.0;257.3;
2500;1248812;23;600.0;257.3;
2600;1265174;23;600.0;259.6;
2700;1275919;25;600.0;239.9;
2800;1287176;25;600.0;239.9;
2900;1302971;25;600.0;239.9;
3000;1317587;25;600.0;239.9;
3100;1333661;25;600.0;239.9;
3200;1343393;25;600.0;239.9;
3300;1355619;25;600.0;239.9;
3400;1372686;25;600.0;239.9;
3500;1380544;25;600.0;239.9;
3600;1393978;25;600.0;239.9;
3700;1405630;25;600.0;239.9;
3800;1414357;23;600.0;259.6;
3900;1428813;23;600.0;259.6;
4000;1439435;23;600.0;259.6;
4100;1453320;23;600.0;259.6;
4200;1466826;23;600.0;259.6;
4300;1477440;23;600.0;259.6;
4400;1485658;23;600.0;259.6;
4500;1492267;23;600.0;259.6;
4600;1500611;23;600.0;259.6;
4700;1504917;23;600.0;259.6;
4800;1511924;23;600.0;259.6;
4900;1518509;23;600.0;259.6;
5000;1526694;23;600.0;259.6;
