epis;QTable;steps;cumReward;discountedReward;
100;233758;247;600.0;104.0;
200;396886;145;600.0;193.5;
300;530463;145;600.0;193.5;
400;641631;145;600.0;193.5;
500;731767;999;300.0;192.1;
600;805190;221;600.0;211.0;
700;870641;999;400.0;210.6;
800;933594;999;400.0;210.6;
900;976830;156;600.0;220.5;
1000;1014699;999;500.0;220.5;
1100;1052656;999;500.0;220.5;
1200;1089040;31;600.0;224.7;
1300;1121778;31;600.0;224.7;
1400;1151213;31;600.0;224.7;
1500;1179675;31;600.0;224.7;
1600;1206905;31;600.0;224.7;
1700;1233633;31;600.0;224.7;
1800;1262668;31;600.0;224.7;
1900;1284403;31;600.0;224.7;
2000;1304840;31;600.0;224.7;
2100;1325190;29;600.0;225.7;
2200;1346110;29;600.0;225.7;
2300;1363477;29;600.0;225.7;
2400;1384247;29;600.0;225.7;
2500;1395387;29;600.0;227.8;
2600;1415781;29;600.0;227.8;
2700;1436109;29;600.0;227.8;
2800;1450385;29;600.0;227.8;
2900;1464721;29;600.0;227.8;
3000;1481502;29;600.0;227.8;
3100;1496075;29;600.0;227.8;
3200;1509094;29;600.0;227.8;
3300;1520520;29;600.0;227.8;
3400;1536339;29;600.0;227.8;
3500;1548001;29;600.0;227.8;
3600;1555681;29;600.0;227.8;
3700;1569626;29;600.0;227.8;
3800;1583692;29;600.0;227.8;
3900;1594806;29;600.0;230.0;
4000;1606908;29;600.0;230.0;
4100;1618498;29;600.0;230.0;
4200;1625435;29;600.0;230.0;
4300;1636587;29;600.0;230.0;
4400;1646462;29;600.0;230.0;
4500;1656832;29;600.0;230.0;
4600;1667339;29;600.0;230.0;
4700;1677356;29;600.0;230.0;
4800;1687110;29;600.0;230.0;
4900;1693486;29;600.0;230.0;
5000;1704677;27;600.0;233.6;
