epis;QTable;steps;cumReward;discountedReward;
100;203730;422;553.1;160.8;
200;363296;101;600.0;203.6;
300;494911;999;300.0;203.4;
400;599113;243;600.0;228.9;
500;667731;145;600.0;243.9;
600;724804;145;600.0;243.9;
700;778033;145;600.0;243.9;
800;824953;55;600.0;244.2;
900;866878;999;500.0;243.9;
1000;897800;999;500.0;243.9;
1100;936175;999;500.0;243.9;
1200;970058;999;500.0;243.9;
1300;998761;999;500.0;243.9;
1400;1023001;999;500.0;243.9;
1500;1045220;999;500.0;243.9;
1600;1075790;999;500.0;243.9;
1700;1092373;999;500.0;243.9;
1800;1110090;999;500.0;243.9;
1900;1127287;999;500.0;249.4;
2000;1146949;999;500.0;249.4;
2100;1164903;999;500.0;249.4;
2200;1182850;999;500.0;249.4;
2300;1194008;29;600.0;254.7;
2400;1211980;29;600.0;254.7;
2500;1232288;29;600.0;254.7;
2600;1254521;29;600.0;254.7;
2700;1277993;29;600.0;254.7;
2800;1294357;29;600.0;254.7;
2900;1311601;29;600.0;254.7;
3000;1319816;29;600.0;254.7;
3100;1332364;29;600.0;254.7;
3200;1345642;29;600.0;254.7;
3300;1355023;29;600.0;254.7;
3400;1366059;29;600.0;254.7;
3500;1374788;29;600.0;254.7;
3600;1386375;29;600.0;254.7;
3700;1397957;29;600.0;254.7;
3800;1411829;29;600.0;254.7;
3900;1420262;29;600.0;254.7;
4000;1432436;29;600.0;254.7;
4100;1443586;29;600.0;254.7;
4200;1449925;29;600.0;254.7;
4300;1463730;29;600.0;254.7;
4400;1468822;29;600.0;254.7;
4500;1477624;29;600.0;254.7;
4600;1487258;29;600.0;254.7;
4700;1494368;29;600.0;254.7;
4800;1504089;29;600.0;254.7;
4900;1510517;29;600.0;254.7;
5000;1517783;29;600.0;254.7;
