epis;QTable;steps;cumReward;discountedReward;
100;209995;175;581.0;143.0;
200;384445;175;581.0;143.0;
300;519274;337;600.0;188.1;
400;627759;999;300.0;187.9;
500;708151;999;300.0;187.9;
600;781147;999;300.0;187.9;
700;839553;42;600.0;211.2;
800;882096;42;600.0;211.2;
900;918554;42;600.0;211.2;
1000;951888;999;500.0;209.9;
1100;980212;999;500.0;209.9;
1200;1003643;999;500.0;215.0;
1300;1026048;29;600.0;220.3;
1400;1053193;31;600.0;214.1;
1500;1075098;29;600.0;220.3;
1600;1092703;29;600.0;220.3;
1700;1124300;29;600.0;220.3;
1800;1145257;29;600.0;220.3;
1900;1163269;29;600.0;220.3;
2000;1183668;29;600.0;220.3;
2100;1194803;29;600.0;220.3;
2200;1208063;29;600.0;220.3;
2300;1219591;29;600.0;220.3;
2400;1229960;29;600.0;220.3;
2500;1245565;29;600.0;220.3;
2600;1254952;29;600.0;220.3;
2700;1262649;29;600.0;220.3;
2800;1271594;29;600.0;220.3;
2900;1277630;29;600.0;220.3;
3000;1285101;29;600.0;220.3;
3100;1295231;29;600.0;220.3;
3200;1308329;29;600.0;220.3;
3300;1324233;29;600.0;220.3;
3400;1333442;29;600.0;220.3;
3500;1341129;29;600.0;220.3;
3600;1350129;29;600.0;220.3;
3700;1361875;33;600.0;219.9;
3800;1371811;33;600.0;219.9;
3900;1379191;33;600.0;219.9;
4000;1388222;29;600.0;220.3;
4100;1393008;25;600.0;231.4;
4200;1401838;25;600.0;231.4;
4300;1411917;25;600.0;231.4;
4400;1421884;25;600.0;231.4;
4500;1428326;25;600.0;231.4;
4600;1438074;25;600.0;231.4;
4700;1447376;25;600.0;231.4;
4800;1452732;25;600.0;231.4;
4900;1458475;25;600.0;231.4;
5000;1467048;25;600.0;231.4;
